,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
4162,2020-07-06 20:48:19,CNNW,25,CNNW_20200706_200000_The_Lead_With_Jake_Tapper/start/2880,ICE: INTERNATIONAL STUDENTS WILL HAVE TO LEAVE U.S.. IF THEIR UNIVERSITY CANCELS IN-PERSON LEARNING,ICE INTERNATIONAL STUDENTS WILL HAVE TO LEAVE US IF THEIR UNIVERSITY CANCELS INPERSON LEARNING,ICE INTERNATIONAL STUDENTS WILL HAVE TO LEAVE US IF THEIR UNIVERSITY CANCELS INPERSON LEARNING
4165,2020-07-07 01:55:24,MSNBCW,38,MSNBCW_20200707_010000_The_Rachel_Maddow_Show/start/3300,MANY PARENTS WERE DEPORTED WITHOUT. THEIR CHILDREN AFI'ER BEING SEPARATED,MANY PARENTS WERE DEPORTED WITHOUT THEIR CHILDREN AFIER BEING SEPARATED,MANY PARENTS WERE DEPORTED WITHOUT THEIR CHILDREN AFTER BEING SEPARATED
4168,2020-07-07 08:17:00,CNNW,5,CNNW_20200707_080000_CNN_Newsroom_Live/start/1020,MEXICAN LEADER HEADS T0 U.S.,MEXICAN LEADER HEADS T0 US,MEXICAN LEADER HEADS TO US
4169,2020-07-07 08:22:24,CNNW,2,CNNW_20200707_080000_CNN_Newsroom_Live/start/1320,MEXICAN PRESIDENT HEADS T0 WASHINGTON. . Lopez Obrador's choice to fly commercial raises health concerns,MEXICAN PRESIDENT HEADS T0 WASHINGTON Lopez Obradors choice to fly commercial raises health concerns,MEXICAN PRESIDENT HEADS TO WASHINGTON
4170,2020-07-07 08:22:54,CNNW,9,CNNW_20200707_080000_CNN_Newsroom_Live/start/1320,MEXICAN & U.S. PRESIDENTS T0 CELEBRATE USMCA TRADE DEAL,MEXICAN US PRESIDENTS T0 CELEBRATE USMCA TRADE DEAL,MEXICAN US PRESIDENTS TO CELEBRATE USMCA TRADE DEAL
4171,2020-07-07 08:23:00,FOXNEWSW,3,FOXNEWSW_20200707_080000_FOX__Friends_First/start/1380,BLOCKING BORDER FUNDING. HOUSE BILL BARS MILITARY. FU'LLQS FQR WALL CONSTRUCTION,BLOCKING BORDER FUNDING HOUSE BILL BARS MILITARY FULLQS FQR WALL CONSTRUCTION,BLOCKING BORDER FUNDING HOUSE BILL BARS MILITARY FUNDS FOR WALL CONSTRUCTION
4172,2020-07-07 08:23:25,FOXNEWSW,4,FOXNEWSW_20200707_080000_FOX__Friends_First/start/1380,TAKE TWO. TRUMP EXPECTED TO REEILE PAPER-WORK TO END DACA,TAKE TWO TRUMP EXPECTED TO REEILE PAPERWORK TO END DACA,TAKE TWO TRUMP EXPECTED TO REFILE PAPERWORK TO END DACA
4190,2020-07-07 10:30:13,FOXNEWSW,5,FOXNEWSW_20200707_100000_FOX_and_Friends/start/1800,APPEALS COURT BLOCKS TRUMP ADMIN REFUGEE POLICY,APPEALS COURT BLOCKS TRUMP ADMIN REFUGEE POLICY,APPEALS COURT BLOCKS TRUMP ADMIN REFUGEE POLICY
4191,2020-07-07 10:30:42,FOXNEWSW,2,FOXNEWSW_20200707_100000_FOX_and_Friends/start/1800,HOUSE DEMS UNVEII. BILLS T0 BLOCK BORDER WALL FUNDS,HOUSE DEMS UNVEII BILLS T0 BLOCK BORDER WALL FUNDS,HOUSE DEMS UNVEIL BILLS TO BLOCK BORDER WALL FUNDS
4194,2020-07-07 10:46:10,FOXNEWSW,3,FOXNEWSW_20200707_100000_FOX_and_Friends/start/2760,; JAIL RELEASES ACCUSED RAPIST DESPITE ICE DETAINER,JAIL RELEASES ACCUSED RAPIST DESPITE ICE DETAINER,JAIL RELEASES ACCUSED RAPIST DESPITE ICE DETAINER
4205,2020-07-07 11:48:37,FOXNEWSW,2,FOXNEWSW_20200707_100000_FOX_and_Friends/start/6480,NEW VISA RULE THREATENS TO DEPORT INT'L STUDENTS,NEW VISA RULE THREATENS TO DEPORT INTL STUDENTS,NEW VISA RULE THREATENS TO DEPORT INTL STUDENTS
4210,2020-07-07 12:42:58,MSNBCW,4,MSNBCW_20200707_100000_Morning_Joe/start/9720,IN-DEPTH LOOK AT THE TRUMP ADMIN.'S IMMIGRATION CRISIS,INDEPTH LOOK AT THE TRUMP ADMINS IMMIGRATION CRISIS,INDEPTH LOOK AT THE TRUMP ADMINS IMMIGRATION CRISIS
4211,2020-07-07 13:11:34,CNNW,2,CNNW_20200707_130000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/660,U.S. MAY DEPORT INTL STUDENTS IF UNIVERSITY CLASSES G0 ONLINE,US MAY DEPORT INTL STUDENTS IF UNIVERSITY CLASSES G0 ONLINE,US MAY DEPORT INTL STUDENTS IF UNIVERSITY CLASSES GO ONLINE
4216,2020-07-07 15:40:57,MSNBCW,2,MSNBCW_20200707_150000_MSNBC_Live_With_Craig_Melvin/start/2400,ICE T0 BAN FOREIGN STUDENTS IF COLLEGE CLASSES ARE ALL 0NL|NE,ICE T0 BAN FOREIGN STUDENTS IF COLLEGE CLASSES ARE ALL 0NLNE,ICE TO BAN FOREIGN STUDENTS IF COLLEGE CLASSES ARE ALL ONLINE
4218,2020-07-07 18:23:26,CNNW,9,CNNW_20200707_180000_CNN_Newsroom/start/1380,BACKLASH AS TRUMP USES PANDEMIC T0 CRACK DOWN ON IMMIGRATION,BACKLASH AS TRUMP USES PANDEMIC T0 CRACK DOWN ON IMMIGRATION,BACKLASH AS TRUMP USES PANDEMIC TO CRACK DOWN ON IMMIGRATION
4220,2020-07-07 18:25:19,BBCNEWS,2,BBCNEWS_20200707_180000_BBC_News/start/1500,Hong Kong security law. UK has offered citizenship i0 up w 3 million Hong Kongers,Hong Kong security law UK has offered citizenship i0 up w 3 million Hong Kongers,Hong Kong security law UK has offered citizenship to up to 3 million Hong Kongers
4221,2020-07-07 18:42:14,BBCNEWS,8,BBCNEWS_20200707_180000_BBC_News/start/2520,US student visa withdrawal. Foreign smdents in US face deponation if courses move online,US student visa withdrawal Foreign smdents in US face deponation if courses move online,US student visa withdrawal Foreign students in US face deportation if courses move online
4223,2020-07-07 18:42:35,BBCNEWS,11,BBCNEWS_20200707_180000_BBC_News/start/2520,US student visa withdrawal. Decision affects students on H and M-1 visas,US student visa withdrawal Decision affects students on H and M1 visas,US student visa withdrawal Decision affects students on H and M1 visas
4224,2020-07-07 18:42:46,BBCNEWS,11,BBCNEWS_20200707_180000_BBC_News/start/2520,US student visa withdrawal. Politicians and academics have criticised decision,US student visa withdrawal Politicians and academics have criticised decision,US student visa withdrawal Politicians and academics have criticised decision
4230,2020-07-08 07:49:43,FOXNEWSW,2,FOXNEWSW_20200708_070000_Fox_News_at_Night_With_Shannon_Bream/start/2940,"""DREAMERS"" IN LIMBO. . DEDnDT- TDI IMD Tn DENIM] ATI'EMDT Tn FMâ nAI'A Tl-IIC WEFII",DREAMERS IN LIMBO DEDnDT TDI IMD Tn DENIM ATIEMDT Tn FM nAIA TlIIC WEFII,DREAMERS IN LIMBO
4232,2020-07-08 08:27:15,FOXNEWSW,7,FOXNEWSW_20200708_080000_FOX__Friends_First/start/1620,BORDER SECURITY CUTS,BORDER SECURITY CUTS,BORDER SECURITY CUTS
4234,2020-07-08 08:31:17,FOXNEWSW,10,FOXNEWSW_20200708_080000_FOX__Friends_First/start/1860,"USMCA CELEBRATION. TRUMP, MEXICAN PRESIDENT To MEET ON TRADE, IMMIGRATION",USMCA CELEBRATION TRUMP MEXICAN PRESIDENT To MEET ON TRADE IMMIGRATION,USMCA CELEBRATION TRUMP MEXICAN PRESIDENT To MEET ON TRADE IMMIGRATION
4236,2020-07-08 08:36:15,FOXNEWSW,4,FOXNEWSW_20200708_080000_FOX__Friends_First/start/2160,DEMS LOOK T0 DEFUND DHS IN 2021 SPENDING BILL,DEMS LOOK T0 DEFUND DHS IN 2021 SPENDING BILL,DEMS LOOK TO DEFUND DHS IN 2021 SPENDING BILL
4238,2020-07-08 09:03:09,FOXNEWSW,3,FOXNEWSW_20200708_090000_FOX__Friends_First/start/180,TOM HOMAN. . RETIRED ACTING ICE DIRECTOR. _/,TOM HOMAN RETIRED ACTING ICE DIRECTOR,TOM HOMAN RETIRED ACTING ICE DIRECTOR
4241,2020-07-08 09:38:11,CNNW,3,CNNW_20200708_090000_Early_Start_With_Christine_Romans_and_Laura_Jarrett/start/2280,> ANDRES MANUEL LOPEZ OBRADOR I MEXICAN PRESIDENT,ANDRES MANUEL LOPEZ OBRADOR I MEXICAN PRESIDENT,ANDRES MANUEL LOPEZ OBRADOR I MEXICAN PRESIDENT
4242,2020-07-08 10:10:00,FOXNEWSW,3,FOXNEWSW_20200708_100000_FOX_and_Friends/start/600,"! DEMS UNVEIL PROPOSAL TO DEFUND POLICE, ABOLISH ICE",DEMS UNVEIL PROPOSAL TO DEFUND POLICE ABOLISH ICE,DEMS UNVEIL PROPOSAL TO DEFUND POLICE ABOLISH ICE
4243,2020-07-08 10:12:53,FOXNEWSW,9,FOXNEWSW_20200708_100000_FOX_and_Friends/start/720,"'SQUAD' UNVEILS PLAN TO DEFUND POLICE, ABOLISH ICE",SQUAD UNVEILS PLAN TO DEFUND POLICE ABOLISH ICE,SQUAD UNVEILS PLAN TO DEFUND POLICE ABOLISH ICE
4244,2020-07-08 10:13:04,FOXNEWSW,6,FOXNEWSW_20200708_100000_FOX_and_Friends/start/780,TOM HOMAN. RETIRED ACTING ICE DIRECTOR & FOX NEWS CONTRIBUTOR,TOM HOMAN RETIRED ACTING ICE DIRECTOR FOX NEWS CONTRIBUTOR,TOM HOMAN RETIRED ACTING ICE DIRECTOR FOX NEWS CONTRIBUTOR
4245,2020-07-08 10:30:00,MSNBCW,9,MSNBCW_20200708_100000_Morning_Joe/start/1800,NBC: NEARLY HALF THE EMPLOYEES AT AN ARIZONA ICE DETENTION. CENTER HAVE TESTED POSITIVE FOR COVID-19 I BY JULIA AINSLEY,NBC NEARLY HALF THE EMPLOYEES AT AN ARIZONA ICE DETENTION CENTER HAVE TESTED POSITIVE FOR COVID19 I BY JULIA AINSLEY,NBC NEARLY HALF THE EMPLOYEES AT AN ARIZONA ICE DETENTION CENTER HAVE TESTED POSITIVE FOR COVID19 I BY JULIA AINSLEY
4246,2020-07-08 10:32:52,FOXNEWSW,3,FOXNEWSW_20200708_100000_FOX_and_Friends/start/1920,. VENEZUELAN REFUGEE WARNS AGAINST RISE OF SOCIALISM,VENEZUELAN REFUGEE WARNS AGAINST RISE OF SOCIALISM,VENEZUELAN REFUGEE WARNS AGAINST RISE OF SOCIALISM
4247,2020-07-08 10:34:19,MSNBCW,2,MSNBCW_20200708_100000_Morning_Joe/start/2040,"NBC: TWO EMPLOYEES, 14 MIGRANTS SAY STAFF SHORTAGE HAS. LEFT DEI'AINEES IN CELLS WITHOUT ACCESS TO NECESSITIES",NBC TWO EMPLOYEES 14 MIGRANTS SAY STAFF SHORTAGE HAS LEFT DEIAINEES IN CELLS WITHOUT ACCESS TO NECESSITIES,NBC TWO EMPLOYEES 14 MIGRANTS SAY STAFF SHORTAGE HAS LEFT DETAINEES IN CELLS WITHOUT ACCESS TO NECESSITIES
4249,2020-07-08 12:46:00,FOXNEWSW,11,FOXNEWSW_20200708_100000_FOX_and_Friends/start/9960,"HARVARD AND MIT SUE OVER NEW DHS, ICE POLICY",HARVARD AND MIT SUE OVER NEW DHS ICE POLICY,HARVARD AND MIT SUE OVER NEW DHS ICE POLICY
4251,2020-07-08 12:55:44,CNNW,2,CNNW_20200708_120000_New_Day_With_Alisyn_Camerota_and_John_Berman/start/3300,", ,. RufinQ Fuentes Immigrant from El Salvador",RufinQ Fuentes Immigrant from El Salvador,RufinQ Fuentes Immigrant from El Salvador
4252,2020-07-08 17:41:36,FOXNEWSW,4,FOXNEWSW_20200708_170000_Outnumbered_Overtime_With_Harris_Faulkner/start/2460,ICE SAYS FOREIGN STUDENTS WILL BE REQUIRED TO,ICE SAYS FOREIGN STUDENTS WILL BE REQUIRED TO,ICE SAYS FOREIGN STUDENTS WILL BE REQUIRED TO
4254,2020-07-08 18:13:51,CNNW,11,CNNW_20200708_180000_CNN_Newsroom/start/780,"HARVARD, MIT SUE TRUMP FOR DEPORTATIONS OVER VIRTUAL LEARNING",HARVARD MIT SUE TRUMP FOR DEPORTATIONS OVER VIRTUAL LEARNING,HARVARD MIT SUE TRUMP FOR DEPORTATIONS OVER VIRTUAL LEARNING
4262,2020-07-08 18:37:48,CNNW,14,CNNW_20200708_180000_CNN_Newsroom/start/2220,"HARVARD MIT SUE TRUMP FOR DEPORTATIONS OVER VIRTUAL LEARNING. . Privankaa Krishnan International PhD Student, Iowa State University",HARVARD MIT SUE TRUMP FOR DEPORTATIONS OVER VIRTUAL LEARNING Privankaa Krishnan International PhD Student Iowa State University,INTERNATIONAL STUDENT IVE NEVER FELT SO VULNERABLE AFTER GUIDANCE TO DEPORT IF COLLEGE CLASSES GO ONLINEONLY
4267,2020-07-08 19:13:35,CNNW,2,CNNW_20200708_190000_CNN_Newsroom_With_Brooke_Baldwin/start/780,STUDENTS WITH VISAS THREATENED WITH DEPORTATION IF CLASSES GO ONLINE,STUDENTS WITH VISAS THREATENED WITH DEPORTATION IF CLASSES GO ONLINE,Students with visas threatened with deportation if classes go online
4268,2020-07-08 19:23:19,CNNW,3,CNNW_20200708_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1380,ICE TELLS VISA STUDENTS THEY'LL BE DEPORTED IF CLASSES ARE 0NL|NE ONLY,ICE TELLS VISA STUDENTS THEYLL BE DEPORTED IF CLASSES ARE 0NLNE ONLY,ICE tells visa students they'll be deported if classes are online only
4269,2020-07-08 19:24:33,CNNW,9,CNNW_20200708_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1440,ICE TELLS VISA STUDENTS THEY'LL BE DEPORTED IF CLASSES ARE ONLINE ONLY. . Muhammad Ehab Rasul Faces deportation under ICE rule on online-only classes,ICE TELLS VISA STUDENTS THEYLL BE DEPORTED IF CLASSES ARE ONLINE ONLY Muhammad Ehab Rasul Faces deportation under ICE rule on onlineonly classes,ICE tells visa students they'll be deported if classes are online only. Muhammad Ehab Rasul faces deportation under ICE rule on online-only classes
4270,2020-07-08 19:24:42,CNNW,2,CNNW_20200708_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1440,ICE TELLS VISA STUDENTS THEY'LL BE DEPORTED IF CLASSES ARE ONLINE ONLY. . Muhammad Ehab Rasul Pakistani native who has lived in the US for 11 years,ICE TELLS VISA STUDENTS THEYLL BE DEPORTED IF CLASSES ARE ONLINE ONLY Muhammad Ehab Rasul Pakistani native who has lived in the US for 11 years,"ICE tells visa students they'll be deported if classes are online only. Muhammad Ehab Rasul, a Pakistani native who has lived in the US for 11 years"
4278,2020-07-08 21:39:57,MSNBCW,2,MSNBCW_20200708_210000_MTP_Daily/start/2340,"HARVARD, MIT SUE TRUMP ADMIN. OVER INTERNATIONAL STUDENT VISA PQI'ICY",HARVARD MIT SUE TRUMP ADMIN OVER INTERNATIONAL STUDENT VISA PQIICY,Harvard MIT sue Trump administration over international student visa policy
4279,2020-07-08 21:41:16,MSNBCW,2,MSNBCW_20200708_210000_MTP_Daily/start/2460,TRUMP ADMIN. VISA POLICY SAYS FOREIGN STUDENTS. MUST A'I'I'END ON-CAMPUS CLASSES 0R LEAVE THE US.,TRUMP ADMIN VISA POLICY SAYS FOREIGN STUDENTS MUST AIIEND ONCAMPUS CLASSES 0R LEAVE THE US,TRUMP ADMIN VISA POLICY SAYS FOREIGN STUDENTS MUST ATTEND ON-CAMPUS CLASSES OR LEAVE THE US
4280,2020-07-08 21:41:36,MSNBCW,2,MSNBCW_20200708_210000_MTP_Daily/start/2460,TRUMP ADMIN. VISA POLICY PUSHES COLLEGES TO HOLD CLASSES IN PEWN,TRUMP ADMIN VISA POLICY PUSHES COLLEGES TO HOLD CLASSES IN PEWN,TRUMP ADMIN VISA POLICY PUSHES COLLEGES TO HOLD CLASSES IN PERSON
4281,2020-07-08 21:43:00,MSNBCW,6,MSNBCW_20200708_210000_MTP_Daily/start/2580,AMERICAN IMMIGRATION COUNCIL. AARON REICHLIN-MELNICK poucvcouwsa n,AMERICAN IMMIGRATION COUNCIL AARON REICHLINMELNICK poucvcouwsa n,AMERICAN IMMIGRATION COUNCIL AARON REICHLIN-MELNICK
4282,2020-07-08 21:43:15,MSNBCW,2,MSNBCW_20200708_210000_MTP_Daily/start/2580,AMERICAN IMMIGRATION COUNCIL,AMERICAN IMMIGRATION COUNCIL,AMERICAN IMMIGRATION COUNCIL
4285,2020-07-08 21:45:20,MSNBCW,2,MSNBCW_20200708_210000_MTP_Daily/start/2700,NEARLY HALF THE EMPLOYEES AT AZ ICE DETENTION. CENTER TEST POSITIVE FOR VIRUS H,NEARLY HALF THE EMPLOYEES AT AZ ICE DETENTION CENTER TEST POSITIVE FOR VIRUS H,NEARLY HALF THE EMPLOYEES AT AZ ICE DETENTION CENTER TEST POSITIVE FOR VIRUS
4287,2020-07-08 23:00:43,FOXNEWSW,4,FOXNEWSW_20200708_220000_Special_Report_With_Bret_Baier/start/3600,"MOVEMENT FOR BLACK LIVES LEGISLATION. PROPOSES DEFUNDING POLICE, ELIMINATING ICE",MOVEMENT FOR BLACK LIVES LEGISLATION PROPOSES DEFUNDING POLICE ELIMINATING ICE,MOVEMENT FOR BLACK LIVES LEGISLATION PROPOSES DEFUNDING POLICE ELIMINATING ICE
4288,2020-07-08 23:13:32,MSNBCW,4,MSNBCW_20200708_230000_MSNBC_Live_Decision_2020/start/780,"ACTING PRINCIPAL DEPUTY DIRECTOR,. KEN CUCC I N ELLI CITIZENSHIP & IMMIGRATION SERVICES",ACTING PRINCIPAL DEPUTY DIRECTOR KEN CUCC I N ELLI CITIZENSHIP IMMIGRATION SERVICES,ACTING PRINCIPAL DEPUTY DIRECTOR KEN CUCCINELLI CITIZENSHIP IMMIGRATION SERVICES
4289,2020-07-08 23:13:36,MSNBCW,20,MSNBCW_20200708_230000_MSNBC_Live_Decision_2020/start/780,CUCCINELLI DEFENDS FORCING VISA STUDENTS. TO RETURN HOME |F CLASSES ARE NOT ON-CAMPUS,CUCCINELLI DEFENDS FORCING VISA STUDENTS TO RETURN HOME F CLASSES ARE NOT ONCAMPUS,CUCCINELLI DEFENDS FORCING VISA STUDENTS TO RETURN HOME IF CLASSES ARE NOT ON-CAMPUS
4292,2020-07-09 03:34:00,FOXNEWSW,3,FOXNEWSW_20200709_030000_Fox_News_at_Night_With_Shannon_Bream/start/2040,CLASSROOM CONUNDRUM. STUDENT VISAS AT RISK UNDER NEW IMMIGRATION RULE. . ' m TnklIIZIJT,CLASSROOM CONUNDRUM STUDENT VISAS AT RISK UNDER NEW IMMIGRATION RULE m TnklIIZIJT,CLASSROOM CONUNDRUM STUDENT VISAS AT RISK UNDER NEW IMMIGRATION RULE
4295,2020-07-09 08:13:18,CNNW,25,CNNW_20200709_080000_CNN_Newsroom_Live/start/780,UNIVERSITIES SUE TRUMP ADMINISTRATION OVER VISAS. . Challenge new rule that threatens international students,UNIVERSITIES SUE TRUMP ADMINISTRATION OVER VISAS Challenge new rule that threatens international students,UNIVERSITIES SUE TRUMP ADMINISTRATION OVER VISAS
4296,2020-07-09 08:19:16,FOXNEWSW,5,FOXNEWSW_20200709_080000_FOX__Friends_First/start/1140,COLLEGES SUE ICE,COLLEGES SUE ICE,COLLEGES SUE ICE
4297,2020-07-09 08:24:30,FOXNEWSW,10,FOXNEWSW_20200709_080000_FOX__Friends_First/start/1440,UNIVERSITIES SUE TO STOP TRUMP STUDENT VISA RULE,UNIVERSITIES SUE TO STOP TRUMP STUDENT VISA RULE,UNIVERSITIES SUE TO STOP TRUMP STUDENT VISA RULE
4305,2020-07-09 09:23:30,FOXNEWSW,3,FOXNEWSW_20200709_090000_FOX__Friends_First/start/1380,I UNIVERSITY OF CALIFORNIA TO SUE ICE OVER VISA RULE,I UNIVERSITY OF CALIFORNIA TO SUE ICE OVER VISA RULE,I UNIVERSITY OF CALIFORNIA TO SUE ICE OVER VISA RULE
4306,2020-07-09 09:31:04,MSNBCW,12,MSNBCW_20200709_090000_First_Look/start/1860,"HARVARD, M.I.T. SUE ADMINISTRATION TO STOP. THE REVOCATION OF FOREIGN STUDENT VISAS",HARVARD MIT SUE ADMINISTRATION TO STOP THE REVOCATION OF FOREIGN STUDENT VISAS,HARVARD MIT SUE ADMINISTRATION TO STOP THE REVOCATION OF FOREIGN STUDENT VISAS
4319,2020-07-09 11:33:00,BBCNEWS,3,BBCNEWS_20200709_090000_BBC_News/start/9180,US students immigration row. Foreign students studying online could face depanaiion,US students immigration row Foreign students studying online could face depanaiion,US students immigration row Foreign students studying online could face deportation
4320,2020-07-09 11:33:13,BBCNEWS,4,BBCNEWS_20200709_090000_BBC_News/start/9180,US students immigration row. Harvard Universiky suing Immigration & Cusioms Enforcemeni agency,US students immigration row Harvard Universiky suing Immigration Cusioms Enforcemeni agency,US students immigration row Harvard University suing Immigration Customs Enforcement agency
4321,2020-07-09 11:33:20,BBCNEWS,4,BBCNEWS_20200709_090000_BBC_News/start/9180,US students immigration IOW. Harvard said it would hold all Autumn classes online,US students immigration IOW Harvard said it would hold all Autumn classes online,US students immigration row Harvard said it would hold all Autumn classes online
4322,2020-07-09 11:33:31,BBCNEWS,10,BBCNEWS_20200709_090000_BBC_News/start/9180,US students immigration row. MIT has alsojoined the lawsui' against ICE,US students immigration row MIT has alsojoined the lawsui against ICE,US students immigration row MIT has also joined the lawsuit against ICE
4323,2020-07-09 11:33:42,BBCNEWS,2,BBCNEWS_20200709_090000_BBC_News/start/9180,US students immigration row. White House says students could lace deportaiion,US students immigration row White House says students could lace deportaiion,US students immigration row White House says students could face deportation
4324,2020-07-09 11:33:53,BBCNEWS,3,BBCNEWS_20200709_090000_BBC_News/start/9180,US students immigration row. Presidem Trump says he wams to encourage schools to re-open,US students immigration row Presidem Trump says he wams to encourage schools to reopen,US students immigration row President Trump says he wants to encourage schools to reopen
4326,2020-07-09 16:49:59,CNNW,3,CNNW_20200709_160000_CNN_Newsroom/start/2940,ICE SAYS INTERNATIONAL STUDENTS MUST LEAVE U.S. IF. THEIR UNIVERSITY SWITCHES TO ONLY-ONLINE COURSES,ICE SAYS INTERNATIONAL STUDENTS MUST LEAVE US IF THEIR UNIVERSITY SWITCHES TO ONLYONLINE COURSES,ICE SAYS INTERNATIONAL STUDENTS MUST LEAVE US IF THEIR UNIVERSITY SWITCHES TO ONLY ONLINE COURSES
4330,2020-07-09 19:39:00,FOXNEWSW,3,FOXNEWSW_20200709_190000_Bill_Hemmer_Reports/start/2340,I TRUMP SPEAKS ABOUT HISPANIC PROSPERITY INITIATIVE,I TRUMP SPEAKS ABOUT HISPANIC PROSPERITY INITIATIVE,I TRUMP SPEAKS ABOUT HISPANIC PROSPERITY INITIATIVE
4332,2020-07-09 19:44:12,FOXNEWSW,11,FOXNEWSW_20200709_190000_Bill_Hemmer_Reports/start/2640,TRUMP. HISPANIC-AMERICAN HIGH SCHOOL,TRUMP HISPANICAMERICAN HIGH SCHOOL,TRUMP HISPANIC AMERICAN HIGH SCHOOL
4334,2020-07-09 21:53:04,MSNBCW,21,MSNBCW_20200709_210000_MTP_Daily/start/3180,"SUPREME COURT MADE UNEXPECT ED RULINGS ON IMMIGRATION,. ABORTION AND LGBTG WORKPLACE DISCRIMINATION",SUPREME COURT MADE UNEXPECT ED RULINGS ON IMMIGRATION ABORTION AND LGBTG WORKPLACE DISCRIMINATION,SUPREME COURT MADE UNEXPECTED RULINGS ON IMMIGRATION ABORTION AND LGBT WORKPLACE DISCRIMINATION
4335,2020-07-09 23:40:36,CNNW,25,CNNW_20200709_230000_Erin_Burnett_OutFront/start/2400,INSIDE A U.S.-MEX|C0 BORDER HOSPITAL OVERWHELMED BY COVID-19,INSIDE A USMEXC0 BORDER HOSPITAL OVERWHELMED BY COVID19,INSIDE A US MEXICO BORDER HOSPITAL OVERWHELMED BY COVID-19
4337,2020-07-10 00:11:01,FOXNEWSW,2,FOXNEWSW_20200710_000000_Tucker_Carlson_Tonight/start/660,> BRIT HUME | FOX NEWS SENIOR POLITICAL ANALYST. . BIDEN WANTS TO GIVE CITIZENSHIP TO AN. FSTIMATFD 9') Mll I InN II I FGAI IMMIGRANTS,BRIT HUME FOX NEWS SENIOR POLITICAL ANALYST BIDEN WANTS TO GIVE CITIZENSHIP TO AN FSTIMATFD 9 Mll I InN II I FGAI IMMIGRANTS,BRIT HUME FOX NEWS SENIOR POLITICAL ANALYST BIDEN WANTS TO GIVE CITIZENSHIP TO AN ESTIMATED 9 MILLION IMMIGRANTS
4349,2020-07-10 18:36:53,MSNBCW,9,MSNBCW_20200710_170000_MSNBC_Live/start/5760,2 CALIFORNIA SUES TRUMP ADMIN OVER STUDENT VISA POLICY,2 CALIFORNIA SUES TRUMP ADMIN OVER STUDENT VISA POLICY,CALIFORNIA SUES TRUMP ADMIN OVER STUDENT VISA POLICY
4350,2020-07-10 18:42:00,MSNBCW,11,MSNBCW_20200710_170000_MSNBC_Live/start/6120,"HARVARD, MIT SUE TO KEEP TRUMP ADMIN. FROM STRIPPING STUDENT VISAS IN PANDEMIC",HARVARD MIT SUE TO KEEP TRUMP ADMIN FROM STRIPPING STUDENT VISAS IN PANDEMIC,HARVARD MIT SUE TO KEEP TRUMP ADMIN FROM STRIPPING STUDENT VISAS IN PANDEMIC
4360,2020-07-10 21:10:16,MSNBCW,10,MSNBCW_20200710_210000_MTP_Daily/start/600,"PRES. TRUMP VISITS VIRUS HOTSPOT IN FLORIDA,. BUT FOCUSES ON IMMIGRATION & WALL",PRES TRUMP VISITS VIRUS HOTSPOT IN FLORIDA BUT FOCUSES ON IMMIGRATION WALL,PRES TRUMP VISITS VIRUS HOTSPOT IN FLORIDA BUT FOCUSES ON IMMIGRATION WALL
4361,2020-07-10 21:47:12,MSNBCW,19,MSNBCW_20200710_210000_MTP_Daily/start/2820,PRES. TRUMP VOWS NEW EXECUTIVE ORDER ON IMMIGRATION,PRES TRUMP VOWS NEW EXECUTIVE ORDER ON IMMIGRATION,PRES TRUMP VOWS NEW EXECUTIVE ORDER ON IMMIGRATION
4362,2020-07-10 21:47:31,MSNBCW,2,MSNBCW_20200710_210000_MTP_Daily/start/2820,IMMIGRATION EXECUTIVE ORDER,IMMIGRATION EXECUTIVE ORDER,IMMIGRATION EXECUTIVE ORDER
4365,2020-07-10 22:44:00,FOXNEWSW,2,FOXNEWSW_20200710_220000_Special_Report_With_Bret_Baier/start/2640,PATH TO CITIZENSHIP. TRUMP TELLS TELEMUNDO HE PLANS IMMIGRATION EXEC ORDER. . Iii/T: ï¬mârr I,PATH TO CITIZENSHIP TRUMP TELLS TELEMUNDO HE PLANS IMMIGRATION EXEC ORDER IiiT mrr I,PATH TO CITIZENSHIP TRUMP TELLS TELEMUNDO HE PLANS IMMIGRATION EXEC ORDER
4368,2020-07-11 04:25:39,FOXNEWSW,2,FOXNEWSW_20200711_040000_Tucker_Carlson_Tonight/start/1500,"> NED RYUN l ""AMERICAN MAJORITY"" CEO. . BIDEN WANTS TO GIVE CITIZENSHIP TO AN. FSTIMATFD 9') Mll I InN II I FGAI IMMIGRANTS",NED RYUN l AMERICAN MAJORITY CEO BIDEN WANTS TO GIVE CITIZENSHIP TO AN FSTIMATFD 9 Mll I InN II I FGAI IMMIGRANTS,NED RYUN AMERICAN MAJORITY CEO BIDEN WANTS TO GIVE CITIZENSHIP TO AN ESTIMATED 9 MILLION ILLEGAL IMMIGRANTS
4376,2020-07-11 10:00:21,FOXNEWSW,2,FOXNEWSW_20200711_090000_The_Five/start/3600,. TRUMP WORKING ON MERIT-BASED IMMIGRATION SYSTEM,TRUMP WORKING ON MERITBASED IMMIGRATION SYSTEM,TRUMP WORKING ON MERITBASED IMMIGRATION SYSTEM
