,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
3463,2024-03-01 03:35:07,CNNW,10,CNNW_20240301_030000_CNN_NewsNight_With_Abby_Phillip/start/2100,"BIDEN DARES TRUMP TO ""JOIN ME"" IN FIXING BORDER, PASSING BILLS. . Rep. Joaquin Castro | (D) Congressional Hispanic Caucus Member",BIDEN DARES TRUMP TO JOIN ME IN FIXING BORDER PASSING BILLS Rep Joaquin Castro D Congressional Hispanic Caucus Member,BIDEN DARES TRUMP TO JOIN ME IN FIXING BORDER PASSING BILLS Rep Joaquin Castro D Congressional Hispanic Caucus Member
3464,2024-03-01 03:36:03,CNNW,15,CNNW_20240301_030000_CNN_NewsNight_With_Abby_Phillip/start/2160,"CASTRO: TRUMP'S MIGRANT RHETORIC MORE ""DEHUMANIZING"" THAN 2015",CASTRO TRUMPS MIGRANT RHETORIC MORE DEHUMANIZING THAN 2015,CASTRO TRUMPS MIGRANT RHETORIC MORE DEHUMANIZING THAN 2015
3465,2024-03-01 04:02:55,FOXNEWSW,2,FOXNEWSW_20240301_040000_Fox_News_at_Night/start/120,. .  DENVER TO REALLOCATE FUNDS TOWARD MIGRANT CRISIS,DENVER TO REALLOCATE FUNDS TOWARD MIGRANT CRISIS,DENVER TO REALLOCATE FUNDS TOWARD MIGRANT CRISIS
3468,2024-03-01 04:10:51,MSNBCW,2,MSNBCW_20240301_040000_The_11th_Hour_With_Stephanie_Ruhle/start/600,' NBC NEWS: CLAIMS OF MIGRANT CRIME WAVE. ARE NOT SUPPORTED BY NATIONAL CRIME DATA,NBC NEWS CLAIMS OF MIGRANT CRIME WAVE ARE NOT SUPPORTED BY NATIONAL CRIME DATA,NBC NEWS CLAIMS OF MIGRANT CRIME WAVE ARE NOT SUPPORTED BY NATIONAL CRIME DATA
3469,2024-03-01 04:12:09,MSNBCW,3,MSNBCW_20240301_040000_The_11th_Hour_With_Stephanie_Ruhle/start/720,' PRES. BIDEN INVITES TRUMP TO WORK TOGETHER. . TO LOBBY CONGRESS TO PASS IMMIGRATION REFORM,PRES BIDEN INVITES TRUMP TO WORK TOGETHER TO LOBBY CONGRESS TO PASS IMMIGRATION REFORM,PRES BIDEN INVITES TRUMP TO WORK TOGETHER TO LOBBY CONGRESS TO PASS IMMIGRATION REFORM
3470,2024-03-01 04:16:59,MSNBCW,2,MSNBCW_20240301_040000_The_11th_Hour_With_Stephanie_Ruhle/start/960,'l HOW IMMIGRATION HELPS THE AMERICAN ECONOMY,l HOW IMMIGRATION HELPS THE AMERICAN ECONOMY,HOW IMMIGRATION HELPS THE AMERICAN ECONOMY
3472,2024-03-01 06:13:40,FOXNEWSW,2,FOXNEWSW_20240301_060000_Jesse_Watters_Primetime/start/780,AMERICA IS CRUMBLING UNDER THE MIGRANT CRISIS,AMERICA IS CRUMBLING UNDER THE MIGRANT CRISIS,AMERICA IS CRUMBLING UNDER THE MIGRANT CRISIS
3473,2024-03-01 10:02:15,FOXNEWSW,6,FOXNEWSW_20240301_100000_FOX__Friends_First/start/120,ILLEGALLY ENTERS U.S.,ILLEGALLY ENTERS US,ILLEGALLY ENTERS US
3474,2024-03-01 10:02:22,FOXNEWSW,4,FOXNEWSW_20240301_100000_FOX__Friends_First/start/120,RELEASED BY BORDER PATROL,RELEASED BY BORDER PATROL,RELEASED BY BORDER PATROL
3475,2024-03-01 10:02:27,FOXNEWSW,2,FOXNEWSW_20240301_100000_FOX__Friends_First/start/120,"Â»__APRIL 30, 2023. . ARRESTED AFTER ILLEGALLY RE-ENTERING",APRIL 30 2023 ARRESTED AFTER ILLEGALLY REENTERING,APRIL 30 2023 ARRESTED AFTER ILLEGALLY REENTERING
3476,2024-03-01 10:10:52,FOXNEWSW,9,FOXNEWSW_20240301_100000_FOX__Friends_First/start/600,TRUMP VS. BIDEN AT THE BORDER,TRUMP VS BIDEN AT THE BORDER,TRUMP VS BIDEN AT THE BORDER
3477,2024-03-01 10:17:35,FOXNEWSW,2,FOXNEWSW_20240301_100000_FOX__Friends_First/start/1020,"A . .. BIDEN BLAMES GOP, PUSHES CLIMATE AGENDA AT BORDER",A BIDEN BLAMES GOP PUSHES CLIMATE AGENDA AT BORDER,A BIDEN BLAMES GOP PUSHES CLIMATE AGENDA AT BORDER
3478,2024-03-01 10:18:10,FOXNEWSW,6,FOXNEWSW_20240301_100000_FOX__Friends_First/start/1080,"WH REBRANDS MIGRANTS AS ""NEWCOMERS""",WH REBRANDS MIGRANTS AS NEWCOMERS,WH REBRANDS MIGRANTS AS NEWCOMERS
3480,2024-03-01 10:45:53,FOXNEWSW,9,FOXNEWSW_20240301_100000_FOX__Friends_First/start/2700,Â» REP NICOLE MALLIOTAKIS (R-NY) | DAUGHTER OF CUBAN IMMIGRANT,REP NICOLE MALLIOTAKIS RNY DAUGHTER OF CUBAN IMMIGRANT,REP NICOLE MALLIOTAKIS RNY DAUGHTER OF CUBAN IMMIGRANT
3481,2024-03-01 10:54:36,MSNBCW,2,MSNBCW_20240301_100000_Way_Too_Early_With_Jonathan_Lemire/start/3240,E NO EVIDENCE SUGGESTING MIGRANTS COMMIT MORE CRIME,E NO EVIDENCE SUGGESTING MIGRANTS COMMIT MORE CRIME,NO EVIDENCE SUGGESTING MIGRANTS COMMIT MORE CRIME
3484,2024-03-01 11:10:47,FOXNEWSW,2,FOXNEWSW_20240301_110000_FOX_and_Friends/start/600,' [ SRR\ -. 'TRUMP: IMMIGRATION WILL BE THE TOP ISSUE IN 2024 ey o,SRR TRUMP IMMIGRATION WILL BE THE TOP ISSUE IN 2024 ey o,TRUMP IMMIGRATION WILL BE THE TOP ISSUE IN 2024
3485,2024-03-01 11:11:00,FOXNEWSW,2,FOXNEWSW_20240301_110000_FOX_and_Friends/start/660,A wa Â¥ / . SRS. . BIDEN AND TRUMP SPAR OVER BORDER POLICY s,A wa SRS BIDEN AND TRUMP SPAR OVER BORDER POLICY s,BIDEN AND TRUMP SPAR OVER BORDER POLICY
3486,2024-03-01 11:44:00,FOXNEWSW,2,FOXNEWSW_20240301_110000_FOX_and_Friends/start/2640,"A BN TSN, . N\. Â» TOM HOMAN | FORMER ACTING ICE DIRECTOR ,|,-. - SANCTUARY CITY POLICIES UNDER SCRUTINY AS d",A BN TSN N TOM HOMAN FORMER ACTING ICE DIRECTOR SANCTUARY CITY POLICIES UNDER SCRUTINY AS d,TOM HOMAN FORMER ACTING ICE DIRECTOR SANCTUARY CITY POLICIES UNDER SCRUTINY
3488,2024-03-01 12:04:37,FOXNEWSW,3,FOXNEWSW_20240301_120000_FOX_and_Friends/start/240,LAKEN RILEY'S MURDER STIRS MIGRANT CRISIS DEBATE,LAKEN RILEYS MURDER STIRS MIGRANT CRISIS DEBATE,RILEY'S MURDER STIRS MIGRANT CRISIS DEBATE
3489,2024-03-01 12:08:00,FOXNEWSW,11,FOXNEWSW_20240301_120000_FOX_and_Friends/start/480,"TRUMP RIPS ""WORST BORDER EVER' UNDER BIDEN",TRUMP RIPS WORST BORDER EVER UNDER BIDEN,TRUMP RIPS WORST BORDER EVER UNDER BIDEN
3490,2024-03-01 12:08:12,FOXNEWSW,2,FOXNEWSW_20240301_120000_FOX_and_Friends/start/480,L IR | IR0. BIDEN TRUMP MAKE DUELING TRIPS TO TEXAS BORDER,L IR IR0 BIDEN TRUMP MAKE DUELING TRIPS TO TEXAS BORDER,BIDEN AND TRUMP MAKE DUELING TRIPS TO TEXAS BORDER
3491,2024-03-01 12:15:00,FOXNEWSW,2,FOXNEWSW_20240301_120000_FOX_and_Friends/start/900,LAWRENCE IS LIVE AT THE BORDER,LAWRENCE IS LIVE AT THE BORDER,LAWRENCE IS LIVE AT THE BORDER
3492,2024-03-01 12:23:45,CNNW,17,CNNW_20240301_120000_CNN_News_Central/start/1380,GA LAWMAKERS ADVANCE BILL REQUIRING POLICE TO HELP. ARREST ILLEGAL IMMIGRANTS IN WAKE OF STUDENT'S KILLING,GA LAWMAKERS ADVANCE BILL REQUIRING POLICE TO HELP ARREST ILLEGAL IMMIGRANTS IN WAKE OF STUDENTS KILLING,LAWMAKERS ADVANCE BILL REQUIRING POLICE TO HELP ARREST ILLEGAL IMMIGRANTS IN WAKE OF STUDENT'S KILLING
3493,2024-03-01 12:41:52,FOXNEWSW,2,FOXNEWSW_20240301_120000_FOX_and_Friends/start/2460,"BORDER AGENTS ""MAD AS HELL"" OVER BIDEN'S VISIT F X. . TO LITTLE-TRAFFICKED BROWNSVILLE, TX BORDER",BORDER AGENTS MAD AS HELL OVER BIDENS VISIT F X TO LITTLETRAFFICKED BROWNSVILLE TX BORDER,BORDER AGENTS MAD AS HELL OVER BIDEN'S VISIT TO BROWNSVILLE TX BORDER
3494,2024-03-01 12:41:59,FOXNEWSW,2,FOXNEWSW_20240301_120000_FOX_and_Friends/start/2460,NDON JUDD. . BRA. NATIONAL BORDER PATROL COUNCIL PRESIDENT,NDON JUDD BRA NATIONAL BORDER PATROL COUNCIL PRESIDENT,JUDD BRA NATIONAL BORDER PATROL COUNCIL PRESIDENT
3495,2024-03-01 12:43:00,FOXNEWSW,2,FOXNEWSW_20240301_120000_FOX_and_Friends/start/2580,"Â» f _. > LT CHRIS OLIVAREZ | TEXAS DEPARTMENT OF PUBLIC SAFETY |I'. BORDER AGENTS ""MAD AS HELL"" OVER BIDEN'S VISIT |!",f LT CHRIS OLIVAREZ TEXAS DEPARTMENT OF PUBLIC SAFETY I BORDER AGENTS MAD AS HELL OVER BIDENS VISIT,CHRIS OLIVAREZ TEXAS DEPARTMENT OF PUBLIC SAFETY BORDER AGENTS MAD AS HELL OVER BIDEN'S VISIT
3497,2024-03-01 13:55:16,CNNW,24,CNNW_20240301_130000_CNN_News_Central/start/3300,. IMMIGRATION TAKES CENTER STAGE IN 2024 ELECTION,IMMIGRATION TAKES CENTER STAGE IN 2024 ELECTION,IMMIGRATION TAKES CENTER STAGE IN 2024 ELECTION
3498,2024-03-01 14:21:20,CNNW,18,CNNW_20240301_140000_CNN_News_Central/start/1260,TRUMP BLAMES BIDEN DIRECTLY FOR ALLEGED MIGRANT CRIMES,TRUMP BLAMES BIDEN DIRECTLY FOR ALLEGED MIGRANT CRIMES,TRUMP BLAMES BIDEN DIRECTLY FOR ALLEGED MIGRANT CRIMES
3500,2024-03-01 15:22:26,CNNW,6,CNNW_20240301_150000_CNN_Newsroom_With_Jim_Acosta/start/1320,"TRUMP PLEDGES MASS DEPORTATIONS, POLICE IMMUNITY IF REELECTED",TRUMP PLEDGES MASS DEPORTATIONS POLICE IMMUNITY IF REELECTED,TRUMP PLEDGES MASS DEPORTATIONS POLICE IMMUNITY IF REELECTED
3501,2024-03-01 15:22:33,CNNW,12,CNNW_20240301_150000_CNN_Newsroom_With_Jim_Acosta/start/1320,"TRUMP SAYS HE'LL ""GIVE IMMUNITY"" TO POLICE. TO CARRY OUT HIS MASS DEPORTATION PLAN",TRUMP SAYS HELL GIVE IMMUNITY TO POLICE TO CARRY OUT HIS MASS DEPORTATION PLAN,TRUMP SAYS HE'LL GIVE IMMUNITY TO POLICE TO CARRY OUT HIS MASS DEPORTATION PLAN
3502,2024-03-01 15:23:32,FOXNEWSW,2,FOXNEWSW_20240301_150000_Americas_Newsroom/start/1380,ADAMS CALLS FOR MORE COOPERATION WITH ICE g,ADAMS CALLS FOR MORE COOPERATION WITH ICE g,ADAMS CALLS FOR MORE COOPERATION WITH ICE
3503,2024-03-01 15:28:00,CNNW,3,CNNW_20240301_150000_CNN_Newsroom_With_Jim_Acosta/start/1680,TRUMP BLAMES BIDEN FOR RECENT CRIMES ALLEGEDLY COMMITTED BY MIGRANTS,TRUMP BLAMES BIDEN FOR RECENT CRIMES ALLEGEDLY COMMITTED BY MIGRANTS,TRUMP BLAMES BIDEN FOR RECENT CRIMES ALLEGEDLY COMMITTED BY MIGRANTS
3504,2024-03-01 16:37:03,CNNW,21,CNNW_20240301_160000_CNN_Newsroom_With_Wolf_Blitzer/start/2220,BIDEN OFFERS TO WORK WITH TRUMP ON NEW BORDER BILL. . Rep. Vicente Gonzalez | (D) District Includes Mexican Border Area,BIDEN OFFERS TO WORK WITH TRUMP ON NEW BORDER BILL Rep Vicente Gonzalez D District Includes Mexican Border Area,BIDEN OFFERS TO WORK WITH TRUMP ON NEW BORDER BILL
3505,2024-03-01 16:38:35,CNNW,16,CNNW_20240301_160000_CNN_Newsroom_With_Wolf_Blitzer/start/2280,POLL: VOTERS THINK IMMIGRATION IS BIGGEST ISSUE,POLL VOTERS THINK IMMIGRATION IS BIGGEST ISSUE,POLL VOTERS THINK IMMIGRATION IS BIGGEST ISSUE
3510,2024-03-01 17:40:20,MSNBCW,2,MSNBCW_20240301_170000_Andrea_Mitchell_Reports/start/2400,TX RESIDENTS WEIGH IN ON MIGRANT CR,TX RESIDENTS WEIGH IN ON MIGRANT CR,UK TO PAY RWANDA FOR ASYLUM SCHEME
3511,2024-03-01 17:41:10,MSNBCW,17,MSNBCW_20240301_170000_Andrea_Mitchell_Reports/start/2460,NBC NEWS ANALYSIS DEBUNKS TRUMP CLAIMS OF MIGRANT CRIME,NBC NEWS ANALYSIS DEBUNKS TRUMP CLAIMS OF MIGRANT CRIME,NBC NEWS ANALYSIS DEBUNKS TRUMP CLAIMS OF MIGRANT CRIME
3512,2024-03-01 17:43:18,MSNBCW,2,MSNBCW_20240301_170000_Andrea_Mitchell_Reports/start/2580,ACLU IMMIGRANTS' RIGHTS PROJECT. l - LEE GELERNT DEPUTY DIRECTOR,ACLU IMMIGRANTS RIGHTS PROJECT l LEE GELERNT DEPUTY DIRECTOR,ACLU IMMIGRANTS RIGHTS PROJECT LEE GELERNT DEPUTY DIRECTOR
3515,2024-03-01 22:17:00,FOXNEWSW,2,FOXNEWSW_20240301_220000_The_Five/start/1020,"""MIGRANT CRIME NARRATIVE"". DEMS CALL IT ""RACIST"" TO SUGGEST MIGRANT CRIME IS UP",MIGRANT CRIME NARRATIVE DEMS CALL IT RACIST TO SUGGEST MIGRANT CRIME IS UP,MIGRANT CRIME NARRATIVE DEMS CALL IT RACIST TO SUGGEST MIGRANT CRIME IS UP
3516,2024-03-01 22:17:49,FOXNEWSW,2,FOXNEWSW_20240301_220000_The_Five/start/1020,"""WAR ZONE"". . TRUMP RAILS AGAINST EPIC CRISIS AT BORDER, BLAMES BIDEN",WAR ZONE TRUMP RAILS AGAINST EPIC CRISIS AT BORDER BLAMES BIDEN,WAR ZONE TRUMP RAILS AGAINST EPIC CRISIS AT BORDER BLAMES BIDEN
3517,2024-03-01 23:07:32,FOXNEWSW,2,FOXNEWSW_20240301_230000_Special_Report_With_Bret_Baier/start/420,"""NEWCOMERS"". ADMINISTRATION PUTS BLAME ON CONGRESSIONAL REPUBLICANS |",NEWCOMERS ADMINISTRATION PUTS BLAME ON CONGRESSIONAL REPUBLICANS,NEWCOMERS ADMINISTRATION PUTS BLAME ON CONGRESSIONAL REPUBLICANS
3520,2024-03-01 23:54:57,FOXNEWSW,3,FOXNEWSW_20240301_230000_Special_Report_With_Bret_Baier/start/3240,"BIDEN BORDER CRISIS "" +SUPER*'. U.S. SEES RECORD LEVELS OF MIGRANT CROSSINGS > TUESDAY""",BIDEN BORDER CRISIS SUPER US SEES RECORD LEVELS OF MIGRANT CROSSINGS TUESDAY,BIDEN BORDER CRISIS SUPER US SEES RECORD LEVELS OF MIGRANT CROSSINGS TUESDAY
3524,2024-03-02 02:39:00,FOXNEWSW,2,FOXNEWSW_20240302_020000_Hannity/start/2340,Baââ. . IMMIGRATION SOARS TO TOP ISSUE FOR AMERICANS 2> 6 (),Ba IMMIGRATION SOARS TO TOP ISSUE FOR AMERICANS 2 6,BA IMMIGRATION SOARS TO TOP ISSUE FOR AMERICANS
3525,2024-03-02 03:43:14,CNNW,13,CNNW_20240302_030000_CNN_NewsNight_With_Abby_Phillip/start/2580,"TUBERVILLE: IMMIGRANTS ""KNOW NOTHING ABOUT GOD""",TUBERVILLE IMMIGRANTS KNOW NOTHING ABOUT GOD,TUBERVILLE IMMIGRANTS KNOW NOTHING ABOUT GOD
3526,2024-03-02 04:14:07,FOXNEWSW,3,FOXNEWSW_20240302_040000_Fox_News_at_Night/start/840,PROGRESSIVE IMMIGRATION POLICIES UNDER FIRE (. =,PROGRESSIVE IMMIGRATION POLICIES UNDER FIRE,PROGRESSIVE IMMIGRATION POLICIES UNDER FIRE
3528,2024-03-02 04:22:31,MSNBCW,4,MSNBCW_20240302_040000_The_11th_Hour_With_Stephanie_Ruhle/start/1320,"' TRUMP RECYCLES LIES ABOUT MIGRANTS,. CRIME TO SCORE POLITICAL POINTS",TRUMP RECYCLES LIES ABOUT MIGRANTS CRIME TO SCORE POLITICAL POINTS,TRUMP RECYCLES LIES ABOUT MIGRANTS CRIME TO SCORE POLITICAL POINTS
3529,2024-03-02 04:47:06,FOXNEWSW,2,FOXNEWSW_20240302_040000_Fox_News_at_Night/start/2820,"ARRAZOLA ON THE CURRENT U.S, IMMIGRATION CRISIS | 5P Â£y",ARRAZOLA ON THE CURRENT US IMMIGRATION CRISIS 5P y,ARRAZOLA ON THE CURRENT US IMMIGRATION CRISIS
3532,2024-03-02 07:39:00,FOXNEWSW,2,FOXNEWSW_20240302_070000_Hannity/start/2340,[ s T oL. L e =. . IMMIGRATION SOARS TO TOP ISSUE FOR AMERICANS @ & (),s T oL L e IMMIGRATION SOARS TO TOP ISSUE FOR AMERICANS,IMMIGRATION SOARS TO TOP ISSUE FOR AMERICANS
3535,2024-03-02 11:26:00,FOXNEWSW,2,FOXNEWSW_20240302_110000_FOX_and_Friends_Saturday/start/1560,"SANCTUARY CITY POLICIES UNDER SCRUTINY AS |~ Â«SUPER+"". ILLEGAL IMMIGRANT IS ACCUSED OF MURDER IN GA *TUESDAY",SANCTUARY CITY POLICIES UNDER SCRUTINY AS SUPER ILLEGAL IMMIGRANT IS ACCUSED OF MURDER IN GA TUESDAY,SANCTUARY CITY POLICIES UNDER SCRUTINY AS ILLEGAL IMMIGRANT IS ACCUSED OF MURDER IN GA TUESDAY
3536,2024-03-02 11:42:39,CNNW,19,CNNW_20240302_110000_CNN_This_Morning_Weekend/start/2520,NURSING STUDENT LAKEN RILEY LAID TO REST. . Georgia House passes bill for police to help detain migrants,NURSING STUDENT LAKEN RILEY LAID TO REST Georgia House passes bill for police to help detain migrants,Georgia House passes bill for police to help detain migrants
3537,2024-03-02 12:01:11,FOXNEWSW,6,FOXNEWSW_20240302_120000_FOX_and_Friends_Saturday/start/60,"BIDEN'S BORDER ""AUTHORITY""",BIDENS BORDER AUTHORITY,BIDEN'S BORDER AUTHORITY
3538,2024-03-02 12:05:00,FOXNEWSW,2,FOXNEWSW_20240302_120000_FOX_and_Friends_Saturday/start/300,BIDEN: | DON'T HAVE AUTHORITY T0 ACT ON BORDER TOLSBAY,BIDEN DONT HAVE AUTHORITY T0 ACT ON BORDER TOLSBAY,BIDEN DOESN'T HAVE AUTHORITY TO ACT ON BORDER
3542,2024-03-02 12:35:00,FOXNEWSW,2,FOXNEWSW_20240302_120000_FOX_and_Friends_Saturday/start/2100,"(F&F EXCLUSIVE | LSS S0 & e S we. RACHEL VISITS AZ RANCH IMPACTED BY |""*SUPER*'. THOUSANDS OF MIGRANT CROSSINGS Â» TUESDAY",FF EXCLUSIVE LSS S0 e S we RACHEL VISITS AZ RANCH IMPACTED BY SUPER THOUSANDS OF MIGRANT CROSSINGS TUESDAY,RACHEL VISITS AZ RANCH IMPACTED BY THOUSANDS OF MIGRANT CROSSINGS
3543,2024-03-02 12:36:00,FOXNEWSW,2,FOXNEWSW_20240302_120000_FOX_and_Friends_Saturday/start/2160,"(F&F EX. ! AZ RANCHER & WIFE SHARE SAFETY CONCERNS AS. THOUSANDS OF MIGRANTS CROSS THEIR LAND. . 24 ï¬l\r'[ï¬l\ @ St ""'Y"". . . T uude Â¢. . ' L. qulh""'(Lm",FF EX AZ RANCHER WIFE SHARE SAFETY CONCERNS AS THOUSANDS OF MIGRANTS CROSS THEIR LAND 24 lrl St Y T uude L qulhLm,FF EX AZ RANCHER WIFE SHARE SAFETY CONCERNS AS THOUSANDS OF MIGRANTS CROSS THEIR LAND
3544,2024-03-02 12:37:01,FOXNEWSW,2,FOXNEWSW_20240302_120000_FOX_and_Friends_Saturday/start/2220,. AZ RANCHER OUTRAGED OVER BIDEN'S. HANDLING OF BORDER WALL,AZ RANCHER OUTRAGED OVER BIDENS HANDLING OF BORDER WALL,AZ RANCHER OUTRAGED OVER BIDEN'S HANDLING OF BORDER WALL
3546,2024-03-02 13:35:00,CNNW,17,CNNW_20240302_130000_First_of_All_With_Victor_Blackwell/start/2100,"LATINO STUDENTS EXPRESS FEAR AMID ""MIGRANT CRIME"" RHETORIC",LATINO STUDENTS EXPRESS FEAR AMID MIGRANT CRIME RHETORIC,LATINO STUDENTS EXPRESS FEAR AMID MIGRANT CRIME RHETORIC
3547,2024-03-02 13:41:18,CNNW,44,CNNW_20240302_130000_First_of_All_With_Victor_Blackwell/start/2460,"LATINO UGA STUDENTS SAY THEY'VE SEEN THREATENING. POSTS; AT LEAST ONE CALLS FOR ""HUNTING"" MIGRANTS",LATINO UGA STUDENTS SAY THEYVE SEEN THREATENING POSTS AT LEAST ONE CALLS FOR HUNTING MIGRANTS,LATINO UGA STUDENTS SAY THEY'VE SEEN THREATENING POSTS AT LEAST ONE CALLS FOR HUNTING MIGRANTS
3549,2024-03-02 14:08:00,FOXNEWSW,3,FOXNEWSW_20240302_140000_FOX_and_Friends_Saturday/start/480,I -. BIDEN & TRUMP BOTH MADE VISITS TO BORDER THIS WEEK . 7,I BIDEN TRUMP BOTH MADE VISITS TO BORDER THIS WEEK 7,I BIDEN TRUMP BOTH MADE VISITS TO BORDER THIS WEEK
3550,2024-03-02 14:11:00,FOXNEWSW,2,FOXNEWSW_20240302_140000_FOX_and_Friends_Saturday/start/660,L. ADMIN FACES GROWING CRITICISM OVER BORDER RESPONSE . 3 TOPSBAY,L ADMIN FACES GROWING CRITICISM OVER BORDER RESPONSE 3 TOPSBAY,L ADMIN FACES GROWING CRITICISM OVER BORDER RESPONSE
3551,2024-03-02 15:02:29,CNNW,15,CNNW_20240302_150000_The_Chris_Wallace_Show/start/120,IMMIGRATION REMAINS TOP ISSUE FOR VOTERS,IMMIGRATION REMAINS TOP ISSUE FOR VOTERS,IMMIGRATION REMAINS TOP ISSUE FOR VOTERS
3552,2024-03-02 15:03:46,CNNW,7,CNNW_20240302_150000_The_Chris_Wallace_Show/start/180,CAN BIDEN FLIP THE SCRIPT ON IMMIGRATION?,CAN BIDEN FLIP THE SCRIPT ON IMMIGRATION,CAN BIDEN FLIP THE SCRIPT ON IMMIGRATION
3554,2024-03-02 15:06:31,CNNW,2,CNNW_20240302_150000_The_Chris_Wallace_Show/start/360,HOW BIG OF A VOTING ISSUE WILL IMMIGRATION BE?,HOW BIG OF A VOTING ISSUE WILL IMMIGRATION BE,HOW BIG OF A VOTING ISSUE WILL IMMIGRATION BE
3556,2024-03-02 15:40:00,MSNBCW,2,MSNBCW_20240302_150000_Velshi/start/2400,""" TRUMP'S AUTOCRATIC RHETORIC ABOUT IMMIGRATION",TRUMPS AUTOCRATIC RHETORIC ABOUT IMMIGRATION,GA GOV KEMP ON MIGRANT SUSPECT IN NURSING STUDENTS DEATH
3557,2024-03-02 15:43:34,FOXNEWSW,2,FOXNEWSW_20240302_150000_Cavuto_Live/start/2580,REP NICOLE MALLIOTAKIS (R-NY) F. ON PUSH TO BOOST LAW ENFORCEMENT. COOPERATION WITH ICE,REP NICOLE MALLIOTAKIS RNY F ON PUSH TO BOOST LAW ENFORCEMENT COOPERATION WITH ICE,TRUMP'S AUTOCRATIC RHETORIC ABOUT IMMIGRATION
3558,2024-03-02 15:50:06,MSNBCW,2,MSNBCW_20240302_150000_Velshi/start/3000,' NBC NEWS REVIEW: CRIME LEVELS DROP IN CITIES. THAT HAVE RECEIVED MIGRANTS FROM TX BUSING,NBC NEWS REVIEW CRIME LEVELS DROP IN CITIES THAT HAVE RECEIVED MIGRANTS FROM TX BUSING,CRIME LEVELS DROP IN CITIES THAT HAVE RECEIVED MIGRANTS FROM TX BUSING
3560,2024-03-02 15:53:15,MSNBCW,5,MSNBCW_20240302_150000_Velshi/start/3180,"' TRUMP SAYS MIGRANTS ""POISONING"" UNITED STATES. ' IN INTERVIEW AT SOUTHERN BORDER",TRUMP SAYS MIGRANTS POISONING UNITED STATES IN INTERVIEW AT SOUTHERN BORDER,TRUMP SAYS MIGRANTS POISONING UNITED STATES IN INTERVIEW AT SOUTHERN BORDER
3561,2024-03-02 15:55:34,MSNBCW,3,MSNBCW_20240302_150000_Velshi/start/3300,"' TRUMP SHARPENS ANTI-IMMIGRANT RHETORIC,. CALLS MIGRANTS SEEKING ASYLUM AN ""INVASION""",TRUMP SHARPENS ANTIIMMIGRANT RHETORIC CALLS MIGRANTS SEEKING ASYLUM AN INVASION,TRUMP SHARPENS ANTI-IMMIGRANT RHETORIC CALLS MIGRANTS SEEKING ASYLUM AN INVASION
3562,2024-03-02 16:00:57,FOXNEWSW,2,FOXNEWSW_20240302_150000_Cavuto_Live/start/3600,GA GOV KEMP (R) ON ILLEGAL MIGRANT ACCUSED OF,GA GOV KEMP R ON ILLEGAL MIGRANT ACCUSED OF,GA GOV KEMP R ON ILLEGAL MIGRANT ACCUSED OF
3563,2024-03-02 16:02:00,FOXNEWSW,7,FOXNEWSW_20240302_160000_Cavuto_Live/start/120,"GA GOV KEMP (R): GA STUDENT MURDER SUSPECT HERE. ILLEGALLY, HE SHOULD HAVE BEEN DEPORTED",GA GOV KEMP R GA STUDENT MURDER SUSPECT HERE ILLEGALLY HE SHOULD HAVE BEEN DEPORTED,GA GOV KEMP R GA STUDENT MURDER SUSPECT HERE ILLEGALLY HE SHOULD HAVE BEEN DEPORTED
3564,2024-03-02 16:02:23,FOXNEWSW,8,FOXNEWSW_20240302_160000_Cavuto_Live/start/120,BORDER BRAWL. TRUMP. BIDEN VISIT TX AS MIGRANT SURGE PERSISTS,BORDER BRAWL TRUMP BIDEN VISIT TX AS MIGRANT SURGE PERSISTS,BORDER BRAWL TRUMP BIDEN VISIT TX AS MIGRANT SURGE PERSISTS
3565,2024-03-02 16:04:03,FOXNEWSW,18,FOXNEWSW_20240302_160000_Cavuto_Live/start/240,GA MURDER SUSPECT ENTERED U.S. ILLEGALLY IN 2022,GA MURDER SUSPECT ENTERED US ILLEGALLY IN 2022,GA MURDER SUSPECT ENTERED US ILLEGALLY IN 2022
3568,2024-03-02 16:37:00,FOXNEWSW,2,FOXNEWSW_20240302_160000_Cavuto_Live/start/2220,> REP NICOLE MALLIOTARIS (R) | NEW TORK CONGRESSWOMAN. ICE: SUSPECT IN LAKEN RILEY MURDER. WAS PREVIOUSLY ARRESTED AND RELEASED IN NYC,REP NICOLE MALLIOTARIS R NEW TORK CONGRESSWOMAN ICE SUSPECT IN LAKEN RILEY MURDER WAS PREVIOUSLY ARRESTED AND RELEASED IN NYC,ICE SUSPECT IN LAKEN RILEY MURDER WAS PREVIOUSLY ARRESTED AND RELEASED IN NYC
3570,2024-03-02 17:19:00,FOXNEWSW,16,FOXNEWSW_20240302_170000_Fox_News_Live/start/1140,"RISING CONCERNS OVER MIGRANT VIOLENCE, GANGS",RISING CONCERNS OVER MIGRANT VIOLENCE GANGS,RISING CONCERNS OVER MIGRANT VIOLENCE GANGS
