,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
5965,2019-04-08 10:06:06,MSNBCW,22,MSNBCW_20190408_100000_Morning_Joe/start/360,TRUMP STRUGGLES T0 HANDLE IMMIGRATION AHEAD OF 2020,TRUMP STRUGGLES T0 HANDLE IMMIGRATION AHEAD OF 2020,TRUMP STRUGGLES TO HANDLE IMMIGRATION AHEAD OF 2020
5966,2019-04-08 10:06:55,FOXNEWSW,2,FOXNEWSW_20190408_100000_FOX__Friends/start/360,KEVIN MCALEENAN NAMED AC:|'ING DHS SECY,KEVIN MCALEENAN NAMED ACING DHS SECY,KEVIN MCALEENAN NAMED ACTING DHS SECRETARY
5967,2019-04-08 10:06:59,FOXNEWSW,2,FOXNEWSW_20190408_100000_FOX__Friends/start/360,BORDER SECURITY CRACKDOWN,BORDER SECURITY CRACKDOWN,BORDER SECURITY CRACKDOWN
5968,2019-04-08 10:10:28,MSNBCW,22,MSNBCW_20190408_100000_Morning_Joe/start/600,TRUMP VENTS FRUSTRATIONS WITH IMMIGRATION LAWS,TRUMP VENTS FRUSTRATIONS WITH IMMIGRATION LAWS,TRUMP VENTS FRUSTRATIONS WITH IMMIGRATION LAWS
5969,2019-04-08 10:22:16,CNNW,4,CNNW_20190408_100000_New_Day_With_Alisyn_Camerota_and_John_Berman/start/1320,", ,. Juliette Kayyem FormerAsstSecy. DHS",Juliette Kayyem FormerAsstSecy DHS,Juliette Kayyem Former Asst Secretary DHS
5970,2019-04-08 10:25:13,FOXNEWSW,6,FOXNEWSW_20190408_100000_FOX__Friends/start/1500,' CBP COMMISSIONER MCALEENAN NAMED ACTING DHS SECY,CBP COMMISSIONER MCALEENAN NAMED ACTING DHS SECY,CBP Commissioner McAleenan Named Acting DHS Secretary
5971,2019-04-08 10:27:00,FOXNEWSW,4,FOXNEWSW_20190408_100000_FOX__Friends/start/1620,CRISIÃ© KT THE BORDER,CRISI KT THE BORDER,Crisis at the Border
5973,2019-04-08 11:05:13,FOXNEWSW,2,FOXNEWSW_20190408_100000_FOX__Friends/start/3900,MARK MORGAN. FMR BORDER PATROL CHIEF UNDER PRESIDENT OBAMA,MARK MORGAN FMR BORDER PATROL CHIEF UNDER PRESIDENT OBAMA,Mark Morgan Former Border Patrol Chief Under President Obama
5974,2019-04-08 11:05:21,FOXNEWSW,15,FOXNEWSW_20190408_100000_FOX__Friends/start/3900,FMR OBAMA BORDER CHIEF PRAISES MCALEENAN'S RECORD,FMR OBAMA BORDER CHIEF PRAISES MCALEENANS RECORD,Former Obama Border Chief Praises McAleenan's Record
5975,2019-04-08 11:17:23,FOXNEWSW,2,FOXNEWSW_20190408_100000_FOX__Friends/start/4620,KIRSTJEN NIELSEN'RESIGNSEAS DHS SECRETARY,KIRSTJEN NIELSENRESIGNSEAS DHS SECRETARY,Kirstjen Nielsen Resigns as DHS Secretary
5977,2019-04-08 11:18:00,FOXNEWSW,14,FOXNEWSW_20190408_100000_FOX__Friends/start/4680,TX REP REINTRODUC'ES BILL To RELIEVE BORDER CRISIS,TX REP REINTRODUCES BILL To RELIEVE BORDER CRISIS,TX Rep Reintroduces Bill to Relieve Border Crisis
5978,2019-04-08 11:18:35,FOXNEWSW,2,FOXNEWSW_20190408_100000_FOX__Friends/start/4680,"DMICHAEL '; 1 . ., h ; . INGRESSMAN. .  . . CRISIS AT THE BORDER",DMICHAEL 1 h INGRESSMAN CRISIS AT THE BORDER,Michael Representative Crisis at the Border
5985,2019-04-08 11:19:43,FOXNEWSW,2,FOXNEWSW_20190408_100000_FOX__Friends/start/4740,">MICHAEI. i 1.. 7. ; -, C .GRESSMAN. .  . . CRISIS AT THE BORDER",MICHAEI i 1 7 C GRESSMAN CRISIS AT THE BORDER,Michael B. Cohen Crisis at the Border
5987,2019-04-08 11:33:53,CNNW,2,CNNW_20190408_110000_New_Day_With_Alisyn_Camerota_and_John_Berman/start/1980,W. John Sandweg Fmr Acting Director U. S. Immigration & Customs Enforcement,W John Sandweg Fmr Acting Director U S Immigration Customs Enforcement,W John Sandweg Former Acting Director U.S. Immigration and Customs Enforcement
5990,2019-04-08 13:00:57,FOXNEWSW,5,FOXNEWSW_20190408_100000_FOX__Friends/start/10800,CBP CHIEF KEVIN MCALEENAN TO TAKE OVER DHS,CBP CHIEF KEVIN MCALEENAN TO TAKE OVER DHS,CBP Chief Kevin McAleenan to Take Over DHS
5991,2019-04-08 13:05:36,CNNW,11,CNNW_20190408_130000_CNN_Newsroom_with_Poppy_Harlow_and_Jim_Sciutto/start/300,CBP COMMISSIONER KEVIN MCALEENAN NAMED ACTING DHS SECRETARY. . Joe Johns CJ\N Senior Washington Correspondent,CBP COMMISSIONER KEVIN MCALEENAN NAMED ACTING DHS SECRETARY Joe Johns CJN Senior Washington Correspondent,CBP Commissioner Kevin McAleenan Named Acting DHS Secretary Joe Johns Senior Washington Correspondent
5992,2019-04-08 13:06:23,CNNW,18,CNNW_20190408_130000_CNN_Newsroom_with_Poppy_Harlow_and_Jim_Sciutto/start/360,CNN: DHS SECRETARY NIELSEN DID NOT RESIGN WILLINGLY,CNN DHS SECRETARY NIELSEN DID NOT RESIGN WILLINGLY,CNN DHS Secretary Nielsen Did Not Resign Willingly
5995,2019-04-08 13:09:00,MSNBCW,3,MSNBCW_20190408_130000_MSNBC_Live_With_Stephanie_Ruhle/start/540,NIELSEN EXITING DAYS AFTER ICE NOMINEE'S OUSTER,NIELSEN EXITING DAYS AFTER ICE NOMINEES OUSTER,Nielsen Exiting Days After ICE Nominees Ouster
5997,2019-04-08 13:16:00,FOXNEWSW,3,FOXNEWSW_20190408_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/960,. _ 1â. ' KIRSTJEN NIELSEN OUT AS DHS SECRETARY,1 KIRSTJEN NIELSEN OUT AS DHS SECRETARY,Kirstjen Nielsen Out as DHS Secretary
5998,2019-04-08 13:16:35,FOXNEWSW,2,FOXNEWSW_20190408_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/960,: . COMMI'ITEE. . NEW ACTING DHSF BOSS KEVIN MCALEENAN. HAS mm: pFrnpn IN nnpan SFCIIRITY,COMMIITEE NEW ACTING DHSF BOSS KEVIN MCALEENAN HAS mm pFrnpn IN nnpan SFCIIRITY,Committee New Acting DHS Boss Kevin McAleenan Has Experience in National Security
5999,2019-04-08 13:17:00,FOXNEWSW,4,FOXNEWSW_20190408_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/1020,NEW ACTING DHS BOSS KEVIN MCALEENAN. HAS LONGRECORD IN BORDER SECURITY,NEW ACTING DHS BOSS KEVIN MCALEENAN HAS LONGRECORD IN BORDER SECURITY,New Acting DHS Boss Kevin McAleenan Has Long Record in Border Security
6004,2019-04-08 13:29:06,CNNW,42,CNNW_20190408_130000_CNN_Newsroom_with_Poppy_Harlow_and_Jim_Sciutto/start/1740,"CNN: WH ADVISER STEPHEN MILLER WANTS MORE DHS OFFICIALS FIRED. . Wants U.S. Citizenship & Immigration chief, DHS counsel dismissed",CNN WH ADVISER STEPHEN MILLER WANTS MORE DHS OFFICIALS FIRED Wants US Citizenship Immigration chief DHS counsel dismissed,WANTS MORE DHS OFFICIALS FIRED
6006,2019-04-08 13:37:00,FOXNEWSW,5,FOXNEWSW_20190408_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/2220,> TOM HOMAN | FORMER ICE ACTING DIRECTOR,TOM HOMAN FORMER ICE ACTING DIRECTOR,FORMER ICE ACTING DIRECTOR
6008,2019-04-08 13:37:21,FOXNEWSW,2,FOXNEWSW_20190408_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/2220,! TOM HOMAN. MCALEENAN'RIGHT CHOICE TO LEAD DHS,TOM HOMAN MCALEENANRIGHT CHOICE TO LEAD DHS,RIGHT CHOICE TO LEAD DHS
6011,2019-04-08 14:01:55,MSNBCW,2,MSNBCW_20190408_140000_MSNBC_Live_With_Hallie_Jackson/start/60,CAREER BORDER OFFICIAL TO BECOME ACTING DHS SECY.,CAREER BORDER OFFICIAL TO BECOME ACTING DHS SECY,CAREER BORDER OFFICIAL TO BECOME ACTING DHS SECY
6012,2019-04-08 14:07:09,FOXNEWSW,2,FOXNEWSW_20190408_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/start/4020,KIRSTJEN NIELSEN RESIGNATION. TRUMP PUSHES TQ STEM SURGE OF ILLEGAL IMMIGRATION. .  . . I,KIRSTJEN NIELSEN RESIGNATION TRUMP PUSHES TQ STEM SURGE OF ILLEGAL IMMIGRATION I,RESIGNATION TRUMP PUSHES TO STEM SURGE OF ILLEGAL IMMIGRATION
6014,2019-04-08 14:08:44,MSNBCW,4,MSNBCW_20190408_140000_MSNBC_Live_With_Hallie_Jackson/start/480,STEPHEN MILLER PRESSURING TRUMP. OFFICIALS AMID IMMIGRATION SHAKEUPS,STEPHEN MILLER PRESSURING TRUMP OFFICIALS AMID IMMIGRATION SHAKEUPS,PRESSURING TRUMP OFFICIALS AMID IMMIGRATION SHAKEUPS
6022,2019-04-08 15:07:46,CNNW,2,CNNW_20190408_150000_At_This_Hour_With_Kate_Bolduan/start/420,"CNN: TRUMP HAS BEEN PUSHING T0 REINSTATE FAMILY SEPARATIONS. Lee Gelemt Deputy Director, ACLU Immigrants' Rights Project",CNN TRUMP HAS BEEN PUSHING T0 REINSTATE FAMILY SEPARATIONS Lee Gelemt Deputy Director ACLU Immigrants Rights Project,CNN TRUMP HAS BEEN PUSHING TO REINSTATE FAMILY SEPARATIONS Lee Gelemt Deputy Director ACLU Immigrants Rights Project
6024,2019-04-08 15:11:21,CNNW,2,CNNW_20190408_150000_At_This_Hour_With_Kate_Bolduan/start/660,"GOVT: MAY TAKE 2 YEARS TO IDENTIFY THOUSANDS OF SEPARATED FAMILIES. .  . . Lee Gelemt Deputy Director, ACLU Immigrants' Rights Project",GOVT MAY TAKE 2 YEARS TO IDENTIFY THOUSANDS OF SEPARATED FAMILIES Lee Gelemt Deputy Director ACLU Immigrants Rights Project,GOVT MAY TAKE 2 YEARS TO IDENTIFY THOUSANDS OF SEPARATED FAMILIES Lee Gelemt Deputy Director ACLU Immigrants Rights Project
6031,2019-04-08 16:02:32,CNNW,22,CNNW_20190408_160000_Inside_Politics/start/120,CNN: TRUMP PUT MILLER IN CHARGE OF IMMIGRATION AND BORDER ISSUES,CNN TRUMP PUT MILLER IN CHARGE OF IMMIGRATION AND BORDER ISSUES,CNN: TRUMP PUT MILLER IN CHARGE OF IMMIGRATION AND BORDER ISSUES
6033,2019-04-08 16:03:36,CNNW,2,CNNW_20190408_160000_Inside_Politics/start/180,CNN: MILLER WANTS TRUMP T0 FIRE MORE DHS OFFICIALS,CNN MILLER WANTS TRUMP T0 FIRE MORE DHS OFFICIALS,CNN: MILLER WANTS TRUMP TO FIRE MORE DHS OFFICIALS
6034,2019-04-08 16:03:38,CNNW,24,CNNW_20190408_160000_Inside_Politics/start/180,CNN: MILLER WANTS TRUMP T0 FIRE MORE DHS OFFICIALS. . Kaitlan Collins CI\N White House Correspondent,CNN MILLER WANTS TRUMP T0 FIRE MORE DHS OFFICIALS Kaitlan Collins CIN White House Correspondent,"CNN: MILLER WANTS TRUMP TO FIRE MORE DHS OFFICIALS Kaitlan Collins, CNN White House Correspondent"
6036,2019-04-08 16:06:13,CNNW,49,CNNW_20190408_160000_Inside_Politics/start/360,"TRUMP SUGGESTS THROWING OUT ""WHOLE ASYLUM SYSTEM""",TRUMP SUGGESTS THROWING OUT WHOLE ASYLUM SYSTEM,TRUMP SUGGESTS THROWING OUT WHOLE ASYLUM SYSTEM
6038,2019-04-08 16:07:15,FOXNEWSW,2,FOXNEWSW_20190408_160000_Outnumbered/start/420,DEMS CALL ON SENATE TO REJECT TRUMP'S DHS NOMINEE,DEMS CALL ON SENATE TO REJECT TRUMPS DHS NOMINEE,DEMS CALL ON SENATE TO REJECT TRUMPS DHS NOMINEE
6041,2019-04-08 16:08:33,CNNW,18,CNNW_20190408_160000_Inside_Politics/start/480,"WASHINGTON POST: TRUMP TOLD MILLER HE WOULD. HANDLE ""ALL IMMIGRATION AND BORDER AFFAIRS""",WASHINGTON POST TRUMP TOLD MILLER HE WOULD HANDLE ALL IMMIGRATION AND BORDER AFFAIRS,WASHINGTON POST: TRUMP TOLD MILLER HE WOULD HANDLE ALL IMMIGRATION AND BORDER AFFAIRS
6048,2019-04-08 16:13:00,MSNBCW,4,MSNBCW_20190408_160000_Andrea_Mitchell_Reports/start/780,NIELSEN SPEAKS AFTER RESIGNING AS DHS CHIEF,NIELSEN SPEAKS AFTER RESIGNING AS DHS CHIEF,Nielsen speaks after resigning as DHS chief
6049,2019-04-08 16:13:08,FOXNEWSW,2,FOXNEWSW_20190408_160000_Outnumbered/start/780,OUTGOING DHS SECRETARY NIELSEN ON HER RESIGNATION,OUTGOING DHS SECRETARY NIELSEN ON HER RESIGNATION,Outgoing DHS Secretary Nielsen on her resignation
6050,2019-04-08 16:14:27,CNNW,11,CNNW_20190408_160000_Inside_Politics/start/840,NIELSEN: | SHARE THE PRESIDENT'S GOAL 0F SECURING THE BORDER,NIELSEN SHARE THE PRESIDENTS GOAL 0F SECURING THE BORDER,Nielsen shares the president's goal of securing the border
6051,2019-04-08 16:14:41,CNNW,2,CNNW_20190408_160000_Inside_Politics/start/840,NIELSEN: I SHARE THE PRESIDENT'S GOAL 0F SECURING THE BORDER. . Jeff Zeleny OW SeniorWashington Correspondent,NIELSEN I SHARE THE PRESIDENTS GOAL 0F SECURING THE BORDER Jeff Zeleny OW SeniorWashington Correspondent,Nielsen: I share the president's goal of securing the border
6055,2019-04-08 16:21:00,CNNW,31,CNNW_20190408_160000_Inside_Politics/start/1260,IMMIGRATION CONSERVATIVES WARN TRUMP: DON'T TRUST MCALEENAN,IMMIGRATION CONSERVATIVES WARN TRUMP DONT TRUST MCALEENAN,Immigration conservatives warn Trump don't trust McAleenan
6061,2019-04-08 17:02:44,CNNW,18,CNNW_20190408_170000_CNN_Right_Now_With_Brianna_Keilar/start/120,CNN: TRUMP HAS BEEN PUSHING T0 REINSTATE FAMILY SEPARATIONS. . Source: Outgoing DHS Chief Nielsen resisted reinstatement of policy,CNN TRUMP HAS BEEN PUSHING T0 REINSTATE FAMILY SEPARATIONS Source Outgoing DHS Chief Nielsen resisted reinstatement of policy,CNN TRUMP HAS BEEN PUSHING TO REINSTATE FAMILY SEPARATIONS Source Outgoing DHS Chief Nielsen resisted reinstatement of policy
6066,2019-04-08 17:32:07,FOXNEWSW,2,FOXNEWSW_20190408_170000_Outnumbered_Overtime_With_Harris_Faulkner/start/1920,CBP AGENTS SEE RISE IN ASYLUM SEEKING FAMILIES WE;,CBP AGENTS SEE RISE IN ASYLUM SEEKING FAMILIES WE,CBP AGENTS SEE RISE IN ASYLUM SEEKING FAMILIES WE
6068,2019-04-08 18:02:51,MSNBCW,2,MSNBCW_20190408_180000_MSNBC_Live_With_Katy_Tur/start/120,"' IF DHS POLICIES UNDER NIELSEN WEREN'T. "" TOUGH ENOUGH FOR TRUMP, WHAT WILL BE?",IF DHS POLICIES UNDER NIELSEN WERENT TOUGH ENOUGH FOR TRUMP WHAT WILL BE,IF DHS POLICIES UNDER NIELSEN WEREN'T TOUGH ENOUGH FOR TRUMP WHAT WILL BE
6070,2019-04-08 18:04:00,FOXNEWSW,2,FOXNEWSW_20190408_180000_The_Daily_Briefing_With_Dana_Perino/start/240,TRUMP NAMES NEW DHS CHIEF T0 BOOST BORDER SECURITY SnEmeA E,TRUMP NAMES NEW DHS CHIEF T0 BOOST BORDER SECURITY SnEmeA E,TRUMP NAMES NEW DHS CHIEF TO BOOST BORDER SECURITY
6074,2019-04-08 18:08:01,FOXNEWSW,2,FOXNEWSW_20190408_180000_The_Daily_Briefing_With_Dana_Perino/start/480,CBP CHIEF MCALEENAN NAMED TO REPLACE DHS SECY NIELSEN -(3. AS TRUMP PUSHES T0 STEM SURGE OF ILLEGAL IMMIGRATION #ï¬nl '.. I 7 I I,CBP CHIEF MCALEENAN NAMED TO REPLACE DHS SECY NIELSEN 3 AS TRUMP PUSHES T0 STEM SURGE OF ILLEGAL IMMIGRATION nl I 7 I I,CBP CHIEF MCALEENAN NAMED TO REPLACE DHS SECY NIELSEN AS TRUMP PUSHES TO STEM SURGE OF ILLEGAL IMMIGRATION
6082,2019-04-08 19:21:27,CNNW,8,CNNW_20190408_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1260,"TRUMP FIRES SECRET SERVICE DIRECTOR & HOMELAND SECURITY CHIEF. . Caitlin Dickerson National Immigration Reporter, The New York Times",TRUMP FIRES SECRET SERVICE DIRECTOR HOMELAND SECURITY CHIEF Caitlin Dickerson National Immigration Reporter The New York Times,TRUMP FIRES SECRET SERVICE DIRECTOR HOMELAND SECURITY CHIEF Caitlin Dickerson National Immigration Reporter The New York Times
6083,2019-04-08 19:23:00,CNNW,12,CNNW_20190408_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1380,"CNN: TRUMP HAS BEEN PUSHING T0 REINSTATE FAMILY SEPARATIONS. . Caitlin Dickerson National Immigration Reporter, The New York Times",CNN TRUMP HAS BEEN PUSHING T0 REINSTATE FAMILY SEPARATIONS Caitlin Dickerson National Immigration Reporter The New York Times,CNN TRUMP HAS BEEN PUSHING TO REINSTATE FAMILY SEPARATIONS Caitlin Dickerson National Immigration Reporter The New York Times
6084,2019-04-08 19:56:05,MSNBCW,2,MSNBCW_20190408_190000_MSNBC_Live_With_Ali_Velshi/start/3360,NEW ACTING DHS CHIEF HASN'T RULED OUT FAMILY SEPARATION,NEW ACTING DHS CHIEF HASNT RULED OUT FAMILY SEPARATION,NEW ACTING DHS CHIEF HASN'T RULED OUT FAMILY SEPARATION
6085,2019-04-08 20:00:18,FOXNEWSW,4,FOXNEWSW_20190408_190000_Shepard_Smith_Reporting/start/3600,KIRSTJEN NIELSEN. OUTGOING DHS SECRETARY,KIRSTJEN NIELSEN OUTGOING DHS SECRETARY,KIRSTJEN NIELSEN OUTGOING DHS SECRETARY
6087,2019-04-08 20:03:32,CNNW,32,CNNW_20190408_200000_The_Lead_With_Jake_Tapper/start/180,"SOURCES: TRUMP TOLD BORDER AGENTS NOT TO LET. MIGRANTS IN, AND TO TELL JUDGES WE DON'T HAVE ROOM",SOURCES TRUMP TOLD BORDER AGENTS NOT TO LET MIGRANTS IN AND TO TELL JUDGES WE DONT HAVE ROOM,SOURCES TRUMP TOLD BORDER AGENTS NOT TO LET MIGRANTS IN AND TO TELL JUDGES WE DON'T HAVE ROOM
6092,2019-04-08 20:28:13,FOXNEWSW,2,FOXNEWSW_20190408_200000_Your_World_With_Neil_Cavuto/start/1680,REP BRADY (R TX) 0N DHS SEC NIELSEN STEPPING DOWN I,REP BRADY R TX 0N DHS SEC NIELSEN STEPPING DOWN I,DHS SEC NIELSEN STEPPING DOWN
6099,2019-04-08 21:01:54,FOXNEWSW,2,FOXNEWSW_20190408_210000_The_Five/start/60,CBP CHIEF KEVIN MCALEENAN NAMED ACTING DHS SEC,CBP CHIEF KEVIN MCALEENAN NAMED ACTING DHS SEC,CBP CHIEF KEVIN MCALEENAN NAMED ACTING DHS SEC
6102,2019-04-08 21:03:07,FOXNEWSW,4,FOXNEWSW_20190408_210000_The_Five/start/180,"DEMOCRATS CALLED OUT OVER. BORDER, IMMIGRATION POLICIES. . W",DEMOCRATS CALLED OUT OVER BORDER IMMIGRATION POLICIES W,DEMOCRATS CALLED OUT OVER BORDER IMMIGRATION POLICIES
6103,2019-04-08 21:03:12,CNNW,39,CNNW_20190408_210000_Situation_Room_With_Wolf_Blitzer/start/180,TRUMP PURGING TOP HOMELAND SECURITY OFFICIALS AS. IMMIGRATION HARDLINERS HOLD SWAY AT WHITE HOUSE,TRUMP PURGING TOP HOMELAND SECURITY OFFICIALS AS IMMIGRATION HARDLINERS HOLD SWAY AT WHITE HOUSE,TRUMP PURGING TOP HOMELAND SECURITY OFFICIALS AS IMMIGRATION HARDLINERS HOLD SWAY AT WHITE HOUSE
6104,2019-04-08 21:03:32,FOXNEWSW,5,FOXNEWSW_20190408_210000_The_Five/start/180,MICK MULVANEY DOUBLES DOWN ON DEMS. DRAGGING FEET WITH ILLEGAL IMMIGRATION. . W,MICK MULVANEY DOUBLES DOWN ON DEMS DRAGGING FEET WITH ILLEGAL IMMIGRATION W,MICK MULVANEY DOUBLES DOWN ON DEMS DRAGGING FEET WITH ILLEGAL IMMIGRATION
6105,2019-04-08 21:03:50,FOXNEWSW,2,FOXNEWSW_20190408_210000_The_Five/start/180,MULVANEY: MEXICO HELPED WITH ILLEGAL. IMMIGRATION CRISIS MORE THAN DEMS AND PELOSI. . W,MULVANEY MEXICO HELPED WITH ILLEGAL IMMIGRATION CRISIS MORE THAN DEMS AND PELOSI W,MULVANEY MEXICO HELPED WITH ILLEGAL IMMIGRATION CRISIS MORE THAN DEMS AND PELOSI
6107,2019-04-08 21:08:00,FOXNEWSW,6,FOXNEWSW_20190408_210000_The_Five/start/480,"""OUR COUNTRY IS FULL"". TRUMP TAKES HARD IIME ON IMMIGRATION CRISIS",OUR COUNTRY IS FULL TRUMP TAKES HARD IIME ON IMMIGRATION CRISIS,OUR COUNTRY IS FULL TRUMP TAKES HARD LINE ON IMMIGRATION CRISIS
6109,2019-04-08 21:35:21,CNNW,25,CNNW_20190408_210000_Situation_Room_With_Wolf_Blitzer/start/2100,TRUMP MOVES T0 PURGE HOMELAND SECURITY DEPT;. FIRES SECRET SERVICE DIRECTOR AND DHS SECRETARY,TRUMP MOVES T0 PURGE HOMELAND SECURITY DEPT FIRES SECRET SERVICE DIRECTOR AND DHS SECRETARY,TRUMP MOVES TO PURGE HOMELAND SECURITY DEPT FIRES SECRET SERVICE DIRECTOR AND DHS SECRETARY
6110,2019-04-08 22:05:48,MSNBCW,17,MSNBCW_20190408_220000_The_Beat_With_Ari_Melber/start/300,NBC NEWS: TRUMP URGING ADMIN FOR MONTHS T0. REINSTATE LARGE-SCALE MIGRANT FAMILY SEPARATION,NBC NEWS TRUMP URGING ADMIN FOR MONTHS T0 REINSTATE LARGESCALE MIGRANT FAMILY SEPARATION,NBC NEWS TRUMP URGING ADMIN FOR MONTHS TO REINSTATE LARGESCALE MIGRANT FAMILY SEPARATION
6111,2019-04-08 22:09:52,CNNW,10,CNNW_20190408_220000_Situation_Room_With_Wolf_Blitzer/start/540,CNN SOURCES: TRUMP TOLD BORDER AGENTS NOT TO LET. MIGRANTS IN AND TO TELL JUDGES WE DON'T HAVE ROOM,CNN SOURCES TRUMP TOLD BORDER AGENTS NOT TO LET MIGRANTS IN AND TO TELL JUDGES WE DONT HAVE ROOM,CNN SOURCES TRUMP TOLD BORDER AGENTS NOT TO LET MIGRANTS IN AND TO TELL JUDGES WE DONT HAVE ROOM
6112,2019-04-08 22:10:10,MSNBCW,4,MSNBCW_20190408_220000_The_Beat_With_Ari_Melber/start/600,NIELSEN RESIGNATION SIGNALS TRUMP WANTS MORE EXTREME DHS CHIEF,NIELSEN RESIGNATION SIGNALS TRUMP WANTS MORE EXTREME DHS CHIEF,NIELSEN RESIGNATION SIGNALS TRUMP WANTS MORE EXTREME DHS CHIEF
6113,2019-04-08 22:12:08,CNNW,6,CNNW_20190408_220000_Situation_Room_With_Wolf_Blitzer/start/720,JUDGE BLOCKS ADMINISTRATION FROM SENDING ASYLUM SEEKERS. T0 MEXICO FOR DURATION OF IMMIGRATION PROCEEDINGS,JUDGE BLOCKS ADMINISTRATION FROM SENDING ASYLUM SEEKERS T0 MEXICO FOR DURATION OF IMMIGRATION PROCEEDINGS,JUDGE BLOCKS ADMINISTRATION FROM SENDING ASYLUM SEEKERS TO MEXICO FOR DURATION OF IMMIGRATION PROCEEDINGS
6114,2019-04-08 22:28:54,CNNW,7,CNNW_20190408_220000_Situation_Room_With_Wolf_Blitzer/start/1680,FEDERAL JUDGE BLOCKS TRUMP ADMIN FROM SENDING. ASYLUM-SEEKERS BACK TO MEXICO T0 AWAIT COURT DATES,FEDERAL JUDGE BLOCKS TRUMP ADMIN FROM SENDING ASYLUMSEEKERS BACK TO MEXICO T0 AWAIT COURT DATES,FEDERAL JUDGE BLOCKS TRUMP ADMIN FROM SENDING ASYLUM SEEKERS BACK TO MEXICO TO AWAIT COURT DATES
6116,2019-04-08 23:02:20,MSNBCW,2,MSNBCW_20190408_230000_Hardball_With_Chris_Matthews/start/120,"NYT: TRUMP URGED DHS SECY. TO DO ""CLEARLY ILLEGAL"" THINGS",NYT TRUMP URGED DHS SECY TO DO CLEARLY ILLEGAL THINGS,NYT TRUMP URGED DHS SECY TO DO CLEARLY ILLEGAL THINGS
6118,2019-04-08 23:03:54,CNNW,2,CNNW_20190408_230000_Erin_Burnett_OutFront/start/180,"SOURCES: TRUMP ORDERED PARTIAL BORDER SHUTDOWN; NIELSEN. ARGUED IT WOULDN'T STOP MIGRANTS AND TRUMP SAID, 'I DON'T CARE'",SOURCES TRUMP ORDERED PARTIAL BORDER SHUTDOWN NIELSEN ARGUED IT WOULDNT STOP MIGRANTS AND TRUMP SAID I DONT CARE,SOURCES TRUMP ORDERED PARTIAL BORDER SHUTDOWN NIELSEN ARGUED IT WOULDNT STOP MIGRANTS AND TRUMP SAID I DONT CARE
6119,2019-04-08 23:07:55,MSNBCW,2,MSNBCW_20190408_230000_Hardball_With_Chris_Matthews/start/420,"TRUMP TO MIGRANTS: ""OUR COUNTRY IS FULL""",TRUMP TO MIGRANTS OUR COUNTRY IS FULL,TRUMP TO MIGRANTS OUR COUNTRY IS FULL
6120,2019-04-08 23:10:00,MSNBCW,3,MSNBCW_20190408_230000_Hardball_With_Chris_Matthews/start/600,SR. ADMIN. OFFICIAL: TRUMP HAS BEEN TRYING FOR MONTHS. TO REINSTATE FAMILY SEPARATIONS POLICY AT BORDER,SR ADMIN OFFICIAL TRUMP HAS BEEN TRYING FOR MONTHS TO REINSTATE FAMILY SEPARATIONS POLICY AT BORDER,SR ADMIN OFFICIAL TRUMP HAS BEEN TRYING FOR MONTHS TO REINSTATE FAMILY SEPARATIONS POLICY AT BORDER
6121,2019-04-08 23:10:03,MSNBCW,4,MSNBCW_20190408_230000_Hardball_With_Chris_Matthews/start/600,TRUMP PUTS HARD-LINER STEPHEN MILLER. IN CHARGE OF U.S. IMMIGRATION POLICY,TRUMP PUTS HARDLINER STEPHEN MILLER IN CHARGE OF US IMMIGRATION POLICY,TRUMP PUTS HARDLINER STEPHEN MILLER IN CHARGE OF US IMMIGRATION POLICY
6122,2019-04-08 23:28:34,FOXNEWSW,2,FOXNEWSW_20190408_230000_The_Story_With_Martha_MacCallum/start/1680,"DHS SECRETARY NIELSEN OUT AMID BORDER CRACKDOWN story Ã©. . ', COMING up",DHS SECRETARY NIELSEN OUT AMID BORDER CRACKDOWN story COMING up,DHS SECRETARY NIELSEN OUT AMID BORDER CRACKDOWN
6126,2019-04-08 23:30:00,FOXNEWSW,5,FOXNEWSW_20190408_230000_The_Story_With_Martha_MacCallum/start/1800,"> CHARLIE HURT I FOX NEWS CONTRIBUTOR. . NEXT STEPS FOR WH IMMIGRATION POLICY. . the ,7 ,. story. AMID SFC NIFI SFN'S DFPARTIIRF .",CHARLIE HURT I FOX NEWS CONTRIBUTOR NEXT STEPS FOR WH IMMIGRATION POLICY the 7 story AMID SFC NIFI SFNS DFPARTIIRF,CHARLIE HURT I FOX NEWS CONTRIBUTOR NEXT STEPS FOR WH IMMIGRATION POLICY
