,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
3147,2021-03-15 22:40:46,FOXNEWSW,2,FOXNEWSW_20210315_220000_Special_Report_With_Bret_Baier/start/2400,IMMIGRATION OVERFIOW.. . FEMA TO HELP SHELTER AND TRANSFER UNACCOMPANIED MINORS,IMMIGRATION OVERFIOW FEMA TO HELP SHELTER AND TRANSFER UNACCOMPANIED MINORS,IMMIGRATION OVERFLOW FEMA TO HELP SHELTER AND TRANSFER UNACCOMPANIED MINORS
3148,2021-03-15 23:00:44,FOXNEWSW,6,FOXNEWSW_20210315_220000_Special_Report_With_Bret_Baier/start/3600,"MCCARTHY ON MIGRANT SURGE: I'I'I S MORE. THAN A CRISIS, IT' S A HUMAN HEARTBREAK",MCCARTHY ON MIGRANT SURGE III S MORE THAN A CRISIS IT S A HUMAN HEARTBREAK,MCCARTHY ON MIGRANT SURGE IT S MORE THAN A CRISIS IT S A HUMAN HEARTBREAK
3151,2021-03-16 00:54:35,CNNW,27,CNNW_20210316_000000_Anderson_Cooper_360/start/3240,"BIDEN ADMIN. UNDER PRESSURE AS MIGRANTS. INUNDATE BORDER, STRAIN IMMIGRATION SYSTEM",BIDEN ADMIN UNDER PRESSURE AS MIGRANTS INUNDATE BORDER STRAIN IMMIGRATION SYSTEM,BIDEN ADMIN UNDER PRESSURE AS MIGRANTS INUNDATE BORDER STRAIN IMMIGRATION SYSTEM
3153,2021-03-16 00:59:37,FOXNEWSW,2,FOXNEWSW_20210316_000000_Tucker_Carlson_Tonight/start/3540,MIGRANTS SAY THEY ARE COMING TO THE U.S.. BECAUSE JOE BIDEN IS NOW THE PRESIDENT,MIGRANTS SAY THEY ARE COMING TO THE US BECAUSE JOE BIDEN IS NOW THE PRESIDENT,MIGRANTS SAY THEY ARE COMING TO THE US BECAUSE JOE BIDEN IS NOW THE PRESIDENT
3154,2021-03-16 01:18:21,BBCNEWS,6,BBCNEWS_20210316_010000_BBC_World_News/start/1080,US migrant border crisis. Republicans pressure Biden on handling of migrani surge,US migrant border crisis Republicans pressure Biden on handling of migrani surge,US migrant border crisis Republicans pressure Biden on handling of migrant surge
3155,2021-03-16 01:18:28,BBCNEWS,9,BBCNEWS_20210316_010000_BBC_World_News/start/1080,US migrant border crisis. Thousands including many unaccompanied children detained,US migrant border crisis Thousands including many unaccompanied children detained,US migrant border crisis Thousands including many unaccompanied children detained
3156,2021-03-16 01:18:40,BBCNEWS,3,BBCNEWS_20210316_010000_BBC_World_News/start/1080,US migrant border crisis. White House: Biden working to put detained kids out of border facilities,US migrant border crisis White House Biden working to put detained kids out of border facilities,US migrant border crisis White House Biden working to put detained kids out of border facilities
3157,2021-03-16 01:18:56,BBCNEWS,3,BBCNEWS_20210316_010000_BBC_World_News/start/1080,US migrant border crisis. White House: Biden inherised a 'dismantled and unworkable' system,US migrant border crisis White House Biden inherised a dismantled and unworkable system,US migrant border crisis White House Biden inherited a dismantled and unworkable system
3158,2021-03-16 01:19:00,BBCNEWS,3,BBCNEWS_20210316_010000_BBC_World_News/start/1140,US migrant border crisis. US border ofï¬cials say rhere's been a 28%jump in arrivais lasr month,US migrant border crisis US border ofcials say rheres been a 28jump in arrivais lasr month,US migrant border crisis US border officials say there's been a 28% jump in arrivals last month
3159,2021-03-16 01:19:22,BBCNEWS,4,BBCNEWS_20210316_010000_BBC_World_News/start/1140,US migrant border crisis. Reports of overcrowding and children sleeping on ï¬oors,US migrant border crisis Reports of overcrowding and children sleeping on oors,US migrant border crisis Reports of overcrowding and children sleeping on floors
3160,2021-03-16 01:19:34,BBCNEWS,6,BBCNEWS_20210316_010000_BBC_World_News/start/1140,US migrant border crisis. Federal disasler agency called in to assist in alleviating condilions,US migrant border crisis Federal disasler agency called in to assist in alleviating condilions,US migrant border crisis Federal disaster agency called in to assist in alleviating conditions
3161,2021-03-16 01:25:54,CNNW,8,CNNW_20210316_010000_Cuomo_Prime_Time/start/1500,TOP SENATE DEM SAYS LI'I'I'LE CHANCE OF PASSING. IMMIGRATION PLAN DESPITE GROWING BORDER PROBLEM,TOP SENATE DEM SAYS LIIILE CHANCE OF PASSING IMMIGRATION PLAN DESPITE GROWING BORDER PROBLEM,TOP SENATE DEM SAYS LITTLE CHANCE OF PASSING IMMIGRATION PLAN DESPITE GROWING BORDER PROBLEM
3163,2021-03-16 02:50:00,FOXNEWSW,3,FOXNEWSW_20210316_020000_The_Ingraham_Angle/start/3000,BIDEN SENDS THOUSANDS OF ILLEGAL ALIENS T0 DALLAS. L I u ' ' 1 ' ' .L,BIDEN SENDS THOUSANDS OF ILLEGAL ALIENS T0 DALLAS L I u 1 L,BIDEN SENDS THOUSANDS OF ILLEGAL ALIENS TO DALLAS
3164,2021-03-16 02:53:00,FOXNEWSW,7,FOXNEWSW_20210316_020000_The_Ingraham_Angle/start/3180,BIDEN FUELS MIGRANT SURGE WITH OPEN BORDER POLICY .,BIDEN FUELS MIGRANT SURGE WITH OPEN BORDER POLICY,BIDEN FUELS MIGRANT SURGE WITH OPEN BORDER POLICY
3167,2021-03-16 08:01:54,FOXNEWSW,2,FOXNEWSW_20210316_080000_FOX__Friends_First/start/60,8 ILLEGAL IMMIGRANTS KILLED FLEEING TEXAS TROOPERS,8 ILLEGAL IMMIGRANTS KILLED FLEEING TEXAS TROOPERS,8 ILLEGAL IMMIGRANTS KILLED FLEEING TEXAS TROOPERS
3168,2021-03-16 08:02:38,FOXNEWSW,2,FOXNEWSW_20210316_080000_FOX__Friends_First/start/120,"RONALD VITIELLO. FORMER ACTING ICE DIRECTOR. ""-'-'. BIDEN'IISI II I II m",RONALD VITIELLO FORMER ACTING ICE DIRECTOR BIDENIISI II I II m,RONALD VITIELLO FORMER ACTING ICE DIRECTOR
3169,2021-03-16 08:02:42,FOXNEWSW,2,FOXNEWSW_20210316_080000_FOX__Friends_First/start/120,EEMA TO HELP MANAGE UNACCOMPAMIED MINORS AT BORDER. . ' BIDEN' S \ m,EEMA TO HELP MANAGE UNACCOMPAMIED MINORS AT BORDER BIDEN S m,EMAIL TO HELP MANAGE UNACCOMPANIED MINORS AT BORDER
3170,2021-03-16 08:03:58,FOXNEWSW,2,FOXNEWSW_20210316_080000_FOX__Friends_First/start/180,MCCARTHY GOP DELEGATION VISIT BORDER AMID SURGE. . ââ â BIDENS' m,MCCARTHY GOP DELEGATION VISIT BORDER AMID SURGE BIDENS m,MCCARTHY GOP DELEGATION VISIT BORDER AMID SURGE
3171,2021-03-16 08:04:19,CNNW,11,CNNW_20210316_080000_CNN_Newsroom_Live/start/240,BIDEN'S MAJOR IMMIGRATION CHALLENGE,BIDENS MAJOR IMMIGRATION CHALLENGE,BIDEN'S MAJOR IMMIGRATION CHALLENGE
3172,2021-03-16 08:08:23,CNNW,4,CNNW_20210316_080000_CNN_Newsroom_Live/start/480,BIDEN FACES PRESSURE OVER SITUATION AT U.S.-MEXICO BORDER. . Kaitlan Collins CN\I Chief White House Correspondent,BIDEN FACES PRESSURE OVER SITUATION AT USMEXICO BORDER Kaitlan Collins CNI Chief White House Correspondent,BIDEN FACES PRESSURE OVER SITUATION AT US-MEXICO BORDER
3173,2021-03-16 08:34:00,CNNW,8,CNNW_20210316_080000_CNN_Newsroom_Live/start/2040,"WHITE HOUSE: MIGRANT SURGE AT BORDER A ""BIG PROBLEM""",WHITE HOUSE MIGRANT SURGE AT BORDER A BIG PROBLEM,WHITE HOUSE MIGRANT SURGE AT BORDER A BIG PROBLEM
3174,2021-03-16 08:35:53,CNNW,4,CNNW_20210316_080000_CNN_Newsroom_Live/start/2100,"BORDER PATROL HAS 4 000+ MIGRANT CHILDREN IN CUSTODY. . Peter Schev President, Center for Human Rights & Constitutional Law",BORDER PATROL HAS 4 000 MIGRANT CHILDREN IN CUSTODY Peter Schev President Center for Human Rights Constitutional Law,"BORDER PATROL HAS 4,000 MIGRANT CHILDREN IN CUSTODY"
3176,2021-03-16 09:13:00,FOXNEWSW,4,FOXNEWSW_20210316_090000_FOX__Friends_First/start/780,WUW. . REPUBLICANS VISIT BORDER AS MIGRANT NUMBERS SURGE,WUW REPUBLICANS VISIT BORDER AS MIGRANT NUMBERS SURGE,WUW REPUBLICANS VISIT BORDER AS MIGRANT NUMBERS SURGE
3180,2021-03-16 09:49:19,MSNBCW,17,MSNBCW_20210316_090000_Way_Too_Early_With_Kasie_Hunt/start/2940,IMMIGRATION AND THE BIDEN ADMINISTRATION,IMMIGRATION AND THE BIDEN ADMINISTRATION,IMMIGRATION AND THE BIDEN ADMINISTRATION
3181,2021-03-16 10:03:57,FOXNEWSW,5,FOXNEWSW_20210316_100000_FOX_and_Friends/start/180,BORDER PATROL AGENTS ENCOUNTER LARGE GROUPS,BORDER PATROL AGENTS ENCOUNTER LARGE GROUPS,BORDER PATROL AGENTS ENCOUNTER LARGE GROUPS
3182,2021-03-16 10:04:34,FOXNEWSW,2,FOXNEWSW_20210316_100000_FOX_and_Friends/start/240,BRANDON JUDD. NATIONAL BORDER PATROL COUNCIL PRESIDENT,BRANDON JUDD NATIONAL BORDER PATROL COUNCIL PRESIDENT,BRANDON JUDD NATIONAL BORDER PATROL COUNCIL PRESIDENT
3183,2021-03-16 10:06:07,FOXNEWSW,27,FOXNEWSW_20210316_100000_FOX_and_Friends/start/360,SURGE IN MIGRANTS PROMPT ACTION FROM WHITE HOUSE,SURGE IN MIGRANTS PROMPT ACTION FROM WHITE HOUSE,SURGE IN MIGRANTS PROMPT ACTION FROM WHITE HOUSE
3184,2021-03-16 10:07:06,FOXNEWSW,2,FOXNEWSW_20210316_100000_FOX_and_Friends/start/420,MIGRANT SURGE AT BORDER GROWS LARGER UNDER BIDEN,MIGRANT SURGE AT BORDER GROWS LARGER UNDER BIDEN,MIGRANT SURGE AT BORDER GROWS LARGER UNDER BIDEN
3186,2021-03-16 10:34:26,FOXNEWSW,2,FOXNEWSW_20210316_100000_FOX_and_Friends/start/2040,BIDEN NOT PLANNING TO VISIT BORDER AMID CRISIS. . m RIDFN'S\ .' m,BIDEN NOT PLANNING TO VISIT BORDER AMID CRISIS m RIDFNS m,BIDEN NOT PLANNING TO VISIT BORDER AMID CRISIS
3187,2021-03-16 10:34:58,FOXNEWSW,2,FOXNEWSW_20210316_100000_FOX_and_Friends/start/2040,"mu ' . 0"" ""ow-V. HOUSE REPUBLICANS VISIT U.S.-MEXICO BORDER",mu 0 owV HOUSE REPUBLICANS VISIT USMEXICO BORDER,HOUSE REPUBLICANS VISIT US-MEXICO BORDER
3189,2021-03-16 10:37:57,FOXNEWSW,2,FOXNEWSW_20210316_100000_FOX_and_Friends/start/2220,"mu ' "" "" . o"" ""â1â. GOP DELEGATION VISITS BORDER AMID MIGRANT SURGE",mu o 1 GOP DELEGATION VISITS BORDER AMID MIGRANT SURGE,GOP DELEGATION VISITS BORDER AMID MIGRANT SURGE
3190,2021-03-16 11:06:52,FOXNEWSW,2,FOXNEWSW_20210316_100000_FOX_and_Friends/start/3960,"REP JOHN ROSE R-TN). VISITED THE BORDER ON 0NDAY L. ,- ' y ' RIDFN'S' m",REP JOHN ROSE RTN VISITED THE BORDER ON 0NDAY L y RIDFNS m,REP JOHN ROSE VISITED THE BORDER ON MONDAY
3192,2021-03-16 12:02:34,FOXNEWSW,19,FOXNEWSW_20210316_100000_FOX_and_Friends/start/7320,INFLUX OF ILLEGAL IMMIGRANTS CROSSING THE BORDER,INFLUX OF ILLEGAL IMMIGRANTS CROSSING THE BORDER,INFLUX OF ILLEGAL IMMIGRANTS CROSSING THE BORDER
3193,2021-03-16 12:05:05,FOXNEWSW,42,FOXNEWSW_20210316_100000_FOX_and_Friends/start/7500,SIGNS OF NEW CARAVANS HEADED TO THE BORDER,SIGNS OF NEW CARAVANS HEADED TO THE BORDER,SIGNS OF NEW CARAVANS HEADED TO THE BORDER
3196,2021-03-16 12:08:26,FOXNEWSW,27,FOXNEWSW_20210316_100000_FOX_and_Friends/start/7680,DAN BONGINO CALLS OUT BIDEN'S IMMIGRATION AGENDA,DAN BONGINO CALLS OUT BIDENS IMMIGRATION AGENDA,DAN BONGINO CALLS OUT BIDEN'S IMMIGRATION AGENDA
3198,2021-03-16 12:48:00,FOXNEWSW,5,FOXNEWSW_20210316_100000_FOX_and_Friends/start/10080,"ERNST: BORDER CRISIS CREATES NATL SECURITY CRISIS. . ' . RIDFN'S ., m",ERNST BORDER CRISIS CREATES NATL SECURITY CRISIS RIDFNS m,ERNST BORDER CRISIS CREATES NATIONAL SECURITY CRISIS
3199,2021-03-16 12:57:08,MSNBCW,9,MSNBCW_20210316_100000_Morning_Joe/start/10620,THOUSANDS OF MIGRANT CHILDREN TO BE HOUSED AT. DALLAS CONVENTION CENTER RUN BY HHS AND FEMA,THOUSANDS OF MIGRANT CHILDREN TO BE HOUSED AT DALLAS CONVENTION CENTER RUN BY HHS AND FEMA,THOUSANDS OF MIGRANT CHILDREN TO BE HOUSED AT DALLAS CONVENTION CENTER RUN BY HHS AND FEMA
3200,2021-03-16 13:00:09,CNNW,11,CNNW_20210316_120000_New_Day_With_Alisyn_Camerota_and_John_Berman/start/3600,"WH FIGHTING TO PREVENT ANOTHER COVID SURGE, AT. SAME TIME AS IT FACES MIGRANT EMERGENCY AT BORDER",WH FIGHTING TO PREVENT ANOTHER COVID SURGE AT SAME TIME AS IT FACES MIGRANT EMERGENCY AT BORDER,WHITE HOUSE FIGHTING TO PREVENT ANOTHER COVID SURGE AT SAME TIME AS IT FACES MIGRANT EMERGENCY AT BORDER
3201,2021-03-16 13:00:27,FOXNEWSW,2,FOXNEWSW_20210316_100000_FOX_and_Friends/start/10800,. . NEW SHELTERS TO OPEN AS MIGRANTS OVERWHELM BORDER M,NEW SHELTERS TO OPEN AS MIGRANTS OVERWHELM BORDER M,NEW SHELTERS TO OPEN AS MIGRANTS OVERWHELM BORDER
3202,2021-03-16 13:02:00,FOXNEWSW,3,FOXNEWSW_20210316_130000_Americas_Newsroom_With_Bill_Hemmer__Dana_Perino/start/120,BIDEN ADMIN OPENS NEW MIGRANT SHELTERS AMID SURGE ' WE'stï¬oomg,BIDEN ADMIN OPENS NEW MIGRANT SHELTERS AMID SURGE WEstoomg,BIDEN ADMIN OPENS NEW MIGRANT SHELTERS AMID SURGE
3204,2021-03-16 13:02:35,FOXNEWSW,2,FOXNEWSW_20210316_130000_Americas_Newsroom_With_Bill_Hemmer__Dana_Perino/start/120,FEDS T0 HOUSE MIGRANTS AT DALLAS CONVENTION CENTER NFWSMRMMA,FEDS T0 HOUSE MIGRANTS AT DALLAS CONVENTION CENTER NFWSMRMMA,FEDERAL GOVERNMENT TO HOUSE MIGRANTS AT DALLAS CONVENTION CENTER
3205,2021-03-16 13:04:00,FOXNEWSW,2,FOXNEWSW_20210316_130000_Americas_Newsroom_With_Bill_Hemmer__Dana_Perino/start/240,LI'_I It; _. . i BIDEN UNDER PRESSURE T0 SPEAK 0N MIGRANT SURGE 'MERsamg,LII It i BIDEN UNDER PRESSURE T0 SPEAK 0N MIGRANT SURGE MERsamg,BIDEN UNDER PRESSURE TO SPEAK ON MIGRANT SURGE
3208,2021-03-16 13:14:17,CNNW,4,CNNW_20210316_130000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/840,DALLAS CONVENTION CENTER TO BE USED TO SHELTER MIGRANT TEEN BOYS,DALLAS CONVENTION CENTER TO BE USED TO SHELTER MIGRANT TEEN BOYS,DALLAS CONVENTION CENTER TO BE USED TO SHELTER MIGRANT TEEN BOYS
3209,2021-03-16 13:20:41,CNNW,2,CNNW_20210316_130000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/1200,DHS SECY: NOW IS NOT THE TIME TO COME TO U.S.-MEXICO BORDER. . Alejandro Mavorkas Homeland Security Secretary,DHS SECY NOW IS NOT THE TIME TO COME TO USMEXICO BORDER Alejandro Mavorkas Homeland Security Secretary,DHS SECRETARY: NOW IS NOT THE TIME TO COME TO US-MEXICO BORDER
3210,2021-03-16 13:20:47,MSNBCW,2,MSNBCW_20210316_130000_MSNBC_Live_With_Stephanie_Ruhle/start/1200,UP TO 3K MIGRANT TEENS TO BE HOUSED AT DALLAS CONVENTION CENTER,UP TO 3K MIGRANT TEENS TO BE HOUSED AT DALLAS CONVENTION CENTER,UP TO 3K MIGRANT TEENS TO BE HOUSED AT DALLAS CONVENTION CENTER
3211,2021-03-16 13:21:05,CNNW,4,CNNW_20210316_130000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/1260,"DHS WARNING T0 MIGRANTS: ""NOW IS NOT THE TIME TO COME TO THE BORDERâ",DHS WARNING T0 MIGRANTS NOW IS NOT THE TIME TO COME TO THE BORDER,DHS WARNING TO MIGRANTS: NOW IS NOT THE TIME TO COME TO THE BORDER
3212,2021-03-16 13:22:07,CNNW,2,CNNW_20210316_130000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/1320,DHS SECY: WE'RE 0N PACE T0 ENCOUNTER MORE MIGRANTS,DHS SECY WERE 0N PACE T0 ENCOUNTER MORE MIGRANTS,DHS SECRETARY: WE'RE ON PACE TO ENCOUNTER MORE MIGRANTS
3215,2021-03-16 13:25:00,CNNW,5,CNNW_20210316_130000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/1500,BIDEN ADMIN UNDER PRESSURE AS MIGRANTS STRAIN IMMIGRATION SYSTEM,BIDEN ADMIN UNDER PRESSURE AS MIGRANTS STRAIN IMMIGRATION SYSTEM,BIDEN ADMIN UNDER PRESSURE AS MIGRANTS STRAIN IMMIGRATION SYSTEM
3217,2021-03-16 13:26:46,CNNW,16,CNNW_20210316_130000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/1560,DHS: ADMIN TO USE DALLAS CONVENTION CENTER T0 SHELTER MIGRANT TEEN BOYS. . Rep. Mariannette Miller-Meeks (R) Homeland Security Committee,DHS ADMIN TO USE DALLAS CONVENTION CENTER T0 SHELTER MIGRANT TEEN BOYS Rep Mariannette MillerMeeks R Homeland Security Committee,DHS ADMIN TO USE DALLAS CONVENTION CENTER TO SHELTER MIGRANT TEEN BOYS
3218,2021-03-16 14:02:00,FOXNEWSW,2,FOXNEWSW_20210316_130000_Americas_Newsroom_With_Bill_Hemmer__Dana_Perino/start/3720,"ï¬lmg4lï¬maï¬ï¬'i M'_. l MIGRANT SURGE GROWS LARGER UNDER BIDEN '9,",lmg4lmai M l MIGRANT SURGE GROWS LARGER UNDER BIDEN 9,MIGRANT SURGE GROWS LARGER UNDER BIDEN
3221,2021-03-16 14:17:50,MSNBCW,2,MSNBCW_20210316_140000_MSNBC_Live_With_Hallie_Jackson/start/1020,DHS: 0N PACE TO SEE MORE PEOPLE AT SOUTHERN BORDER THAN LAST 20 YEARS,DHS 0N PACE TO SEE MORE PEOPLE AT SOUTHERN BORDER THAN LAST 20 YEARS,DHS ON PACE TO SEE MORE PEOPLE AT SOUTHERN BORDER THAN LAST 20 YEARS
3222,2021-03-16 14:18:44,MSNBCW,5,MSNBCW_20210316_140000_MSNBC_Live_With_Hallie_Jackson/start/1080,BIDEN FACING GROWING TENSION OVER IMMIGRATION STRATEGY,BIDEN FACING GROWING TENSION OVER IMMIGRATION STRATEGY,BIDEN FACING GROWING TENSION OVER IMMIGRATION STRATEGY
3223,2021-03-16 14:37:27,CNNW,13,CNNW_20210316_140000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/2220,"DHS WARNING T0 MIGRANTS: âNOW IS NOT THE TIME TO COME TO THE BORDER"". . Todd SChUIte Immigration & Criminal Justice Advocate",DHS WARNING T0 MIGRANTS NOW IS NOT THE TIME TO COME TO THE BORDER Todd SChUIte Immigration Criminal Justice Advocate,DHS WARNING TO MIGRANTS NOW IS NOT THE TIME TO COME TO THE BORDER Todd Schulte Immigration Criminal Justice Advocate
3224,2021-03-16 14:37:51,CNNW,3,CNNW_20210316_140000_CNN_Newsroom_With_Poppy_Harlow_and_Jim_Sciutto/start/2220,"DHS WARNING T0 MIGRANTS: âNOW IS NOT THE TIME TO COME TO THE BORDER"". . Todd SChUIte President & Executive Director, FWD.us",DHS WARNING T0 MIGRANTS NOW IS NOT THE TIME TO COME TO THE BORDER Todd SChUIte President Executive Director FWDus,DHS WARNING TO MIGRANTS NOW IS NOT THE TIME TO COME TO THE BORDER Todd Schulte President Executive Director FWD.us
3226,2021-03-16 15:01:33,FOXNEWSW,2,FOXNEWSW_20210316_150000_The_Faulkner_Focus/start/60,DHS: 0N PACE FOR MOST MIGRANT ENCOUNTERS IN 20 YRS,DHS 0N PACE FOR MOST MIGRANT ENCOUNTERS IN 20 YRS,DHS ON PACE FOR MOST MIGRANT ENCOUNTERS IN 20 YRS
3227,2021-03-16 15:11:22,CNNW,13,CNNW_20210316_150000_CNN_Newsroom_With_Kate_Bolduan/start/660,SURGE OF MIGRANTS AT THE BORDER,SURGE OF MIGRANTS AT THE BORDER,SURGE OF MIGRANTS AT THE BORDER
3228,2021-03-16 15:13:28,MSNBCW,2,MSNBCW_20210316_150000_MSNBC_Live_With_Craig_Melvin/start/780,DHS: U.S. 0N PACE FOR RECORD NUMBER OF BORDER CROSSINGS,DHS US 0N PACE FOR RECORD NUMBER OF BORDER CROSSINGS,DHS US ON PACE FOR RECORD NUMBER OF BORDER CROSSINGS
3229,2021-03-16 15:20:00,MSNBCW,14,MSNBCW_20210316_150000_MSNBC_Live_With_Craig_Melvin/start/1200,FEMA TO SET UP TX FACILITIES TO HOLD THOUSANDS OF MIGRANT TEENS,FEMA TO SET UP TX FACILITIES TO HOLD THOUSANDS OF MIGRANT TEENS,FEMA TO SET UP TX FACILITIES TO HOLD THOUSANDS OF MIGRANT TEENS
3230,2021-03-16 15:21:14,MSNBCW,6,MSNBCW_20210316_150000_MSNBC_Live_With_Craig_Melvin/start/1260,"FEMA T0 HOUSE UP TO 3,000 IMMIGRANT TEENS AT DALLAS CONVENTION CTR.",FEMA T0 HOUSE UP TO 3000 IMMIGRANT TEENS AT DALLAS CONVENTION CTR,FEMA TO HOUSE UP TO 3000 IMMIGRANT TEENS AT DALLAS CONVENTION CTR
3231,2021-03-16 15:21:58,MSNBCW,4,MSNBCW_20210316_150000_MSNBC_Live_With_Craig_Melvin/start/1260,"MORE THAN 4,000 MIGRANT KIDS IN BORDER PATROL-RUN FACILITIES",MORE THAN 4000 MIGRANT KIDS IN BORDER PATROLRUN FACILITIES,MORE THAN 4000 MIGRANT KIDS IN BORDER PATROL RUN FACILITIES
3232,2021-03-16 15:26:00,MSNBCW,2,MSNBCW_20210316_150000_MSNBC_Live_With_Craig_Melvin/start/1560,DHS:0NPACETOEEMOREPEOPLEATSOUTHERNBORDERTHANLAETZOYEARS,DHS0NPACETOEEMOREPEOPLEATSOUTHERNBORDERTHANLAETZOYEARS,DHS ON PACE TO SEE MORE PEOPLE AT SOUTHERN BORDER THAN LAST TWO YEARS
3235,2021-03-16 15:31:22,CNNW,13,CNNW_20210316_150000_CNN_Newsroom_With_Kate_Bolduan/start/1860,DHS SECY: 0N PACE TO SEE 20-YEAR HIGH IN MIGRANTS AT BORDER,DHS SECY 0N PACE TO SEE 20YEAR HIGH IN MIGRANTS AT BORDER,DHS SECRETARY ON PACE TO SEE 20 YEAR HIGH IN MIGRANTS AT BORDER
3236,2021-03-16 15:31:36,CNNW,28,CNNW_20210316_150000_CNN_Newsroom_With_Kate_Bolduan/start/1860,"DHS SECY: SITUATION AT SOUTHWEST BORDER ""IS DIFFICULT""",DHS SECY SITUATION AT SOUTHWEST BORDER IS DIFFICULT,DHS SECRETARY SITUATION AT SOUTHWEST BORDER IS DIFFICULT
3237,2021-03-16 15:32:00,FOXNEWSW,3,FOXNEWSW_20210316_150000_The_Faulkner_Focus/start/1920,n:1 â. NEW MIGRANT CARAVANS HEADING OUR WAY?,n1 NEW MIGRANT CARAVANS HEADING OUR WAY,NEW MIGRANT CARAVANS HEADING OUR WAY
3238,2021-03-16 15:37:35,FOXNEWSW,2,FOXNEWSW_20210316_150000_The_Faulkner_Focus/start/2220,FOX NEWS LIVE ON THE BORDER ON MIGRANT CRISIS,FOX NEWS LIVE ON THE BORDER ON MIGRANT CRISIS,FOX NEWS LIVE ON THE BORDER ON MIGRANT CRISIS
3239,2021-03-16 16:00:33,FOXNEWSW,2,FOXNEWSW_20210316_150000_The_Faulkner_Focus/start/3600,"REPORT: 3,000 MIGRANTS TO BE HOUSED AT DALLAS SITE",REPORT 3000 MIGRANTS TO BE HOUSED AT DALLAS SITE,REPORT 3000 MIGRANTS TO BE HOUSED AT DALLAS SITE
3240,2021-03-16 16:00:54,FOXNEWSW,3,FOXNEWSW_20210316_150000_The_Faulkner_Focus/start/3600,NYT: MIGRANT CHILDREN FORCED T0 SLEEP ON GYM MATS,NYT MIGRANT CHILDREN FORCED T0 SLEEP ON GYM MATS,NYT MIGRANT CHILDREN FORCED TO SLEEP ON GYM MATS
3241,2021-03-16 16:01:12,FOXNEWSW,2,FOXNEWSW_20210316_160000_Outnumbered/start/60,I W _. HOUSE GOP SLAMS BIDEN AS MIGRANT CRISIS GROWS,I W HOUSE GOP SLAMS BIDEN AS MIGRANT CRISIS GROWS,I W HOUSE GOP SLAMS BIDEN AS MIGRANT CRISIS GROWS
3242,2021-03-16 16:07:10,CNNW,20,CNNW_20210316_160000_Inside_Politics/start/420,WH BORDER COORDINATOR: THE BORDER IS NOT OPEN,WH BORDER COORDINATOR THE BORDER IS NOT OPEN,WH BORDER COORDINATOR THE BORDER IS NOT OPEN
3243,2021-03-16 16:07:50,CNNW,12,CNNW_20210316_160000_Inside_Politics/start/420,DHS SECY: NOW IS NOT THE TIME TO COME TO U.S.-MEX|CO BORDER,DHS SECY NOW IS NOT THE TIME TO COME TO USMEXCO BORDER,DHS SECY NOW IS NOT THE TIME TO COME TO US-MEXICO BORDER
3244,2021-03-16 16:08:12,CNNW,6,CNNW_20210316_160000_Inside_Politics/start/480,TX DEM: BIDEN NEEDS TO MAKE BORDER MESSAGE CLEARER T0 CENTRAL AMERICA,TX DEM BIDEN NEEDS TO MAKE BORDER MESSAGE CLEARER T0 CENTRAL AMERICA,TX DEM BIDEN NEEDS TO MAKE BORDER MESSAGE CLEARER TO CENTRAL AMERICA
3245,2021-03-16 16:14:32,MSNBCW,2,MSNBCW_20210316_160000_Andrea_Mitchell_Reports/start/840,MORE MIGRANT CHILDREN ARRIVING DAILY AT U.S.-MEX|C0 BORDER,MORE MIGRANT CHILDREN ARRIVING DAILY AT USMEXC0 BORDER,MORE MIGRANT CHILDREN ARRIVING DAILY AT US-MEXICO BORDER
3246,2021-03-16 16:18:38,MSNBCW,2,MSNBCW_20210316_160000_Andrea_Mitchell_Reports/start/1080,DHS: EXPECTING MORE MIGRANTS AT SOUTHERN BORDER THAN LAST 20 YRS.,DHS EXPECTING MORE MIGRANTS AT SOUTHERN BORDER THAN LAST 20 YRS,DHS EXPECTING MORE MIGRANTS AT SOUTHERN BORDER THAN LAST 20 YRS
3247,2021-03-16 16:33:37,CNNW,2,CNNW_20210316_160000_Inside_Politics/start/1980,TOP SENATE DEM SEES LITILE CHANCE OF PASSING FULL-BLOWN IMMIGRATION BILL,TOP SENATE DEM SEES LITILE CHANCE OF PASSING FULLBLOWN IMMIGRATION BILL,TOP SENATE DEM SEES LITTLE CHANCE OF PASSING FULL-BLOWN IMMIGRATION BILL
3248,2021-03-16 17:01:43,MSNBCW,2,MSNBCW_20210316_170000_MTP_Daily/start/60,DHS: BORDER CROSSINGS 0N PACE FOR HIGHEST LEVELS IN 20 YEARS,DHS BORDER CROSSINGS 0N PACE FOR HIGHEST LEVELS IN 20 YEARS,DHS BORDER CROSSINGS ON PACE FOR HIGHEST LEVELS IN 20 YEARS
