,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
9051,2022-06-28 14:03:16,MSNBCW,3,MSNBCW_20220628_140000_Jose_Diaz-Balart_Reports/start/180,"16 MIGRANTS, INCLUDING 4 CHILDREN, ""HOT TO THE TOUCH"". TAKEN TO HOSPITAL AFTER HUMAN SMUGGLING TRAGEDY",16 MIGRANTS INCLUDING 4 CHILDREN HOT TO THE TOUCH TAKEN TO HOSPITAL AFTER HUMAN SMUGGLING TRAGEDY,16 MIGRANTS INCLUDING 4 CHILDREN HOT TO THE TOUCH TAKEN TO HOSPITAL AFTER HUMAN SMUGGLING TRAGEDY
9052,2022-06-28 14:04:22,MSNBCW,2,MSNBCW_20220628_140000_Jose_Diaz-Balart_Reports/start/240,"MEXICAN PRES.: DEATH TOLL UP TO 50 MIGRANTS. FOUND IN SWELTERING TRUCK IN SAN ANTONIO, TX",MEXICAN PRES DEATH TOLL UP TO 50 MIGRANTS FOUND IN SWELTERING TRUCK IN SAN ANTONIO TX,MEXICAN PRES DEATH TOLL UP TO 50 MIGRANTS FOUND IN SWELTERING TRUCK IN SAN ANTONIO TX
9053,2022-06-28 14:25:00,FOXNEWSW,2,FOXNEWSW_20220628_130000_Americas_Newsroom/start/5100,T TR e A Y. . MIGRANTS DIE IN SWELTERING SEMI-TRUCK,T TR e A Y MIGRANTS DIE IN SWELTERING SEMITRUCK,MIGRANTS DIE IN SWELTERING SEMITRUCK
9054,2022-06-28 15:17:48,FOXNEWSW,9,FOXNEWSW_20220628_150000_The_Faulkner_Focus/start/1020,".. GOV ABBOTT: MIGRANT DEATHS IN TEXAS ""ARE ON BIDEN""",GOV ABBOTT MIGRANT DEATHS IN TEXAS ARE ON BIDEN,GOV ABBOTT MIGRANT DEATHS IN TEXAS ARE ON BIDEN
9055,2022-06-28 15:24:00,FOXNEWSW,3,FOXNEWSW_20220628_150000_The_Faulkner_Focus/start/1440,! I SEN JOHNSON DEMANDS ANSWERS ON MIGRANT TRANSPORTS,I SEN JOHNSON DEMANDS ANSWERS ON MIGRANT TRANSPORTS,I SEN JOHNSON DEMANDS ANSWERS ON MIGRANT TRANSPORTS
9056,2022-06-28 15:24:27,FOXNEWSW,3,FOXNEWSW_20220628_150000_The_Faulkner_Focus/start/1440,JOHNSON: TAXPAYERS TO FUND TRANSPORT OF MIGRANTS,JOHNSON TAXPAYERS TO FUND TRANSPORT OF MIGRANTS,JOHNSON TAXPAYERS TO FUND TRANSPORT OF MIGRANTS
9057,2022-06-28 16:01:00,FOXNEWSW,2,FOXNEWSW_20220628_160000_Outnumbered/start/60,"LA -. 50 MIGRANTS FOUND DEAD NEAR SAN ANTONIO, TX",LA 50 MIGRANTS FOUND DEAD NEAR SAN ANTONIO TX,50 MIGRANTS FOUND DEAD NEAR SAN ANTONIO TX
9063,2022-06-28 19:32:42,FOXNEWSW,4,FOXNEWSW_20220628_190000_The_Story_With_Martha_MacCallum/start/1920,A v. - ATLEAST 50 MIGRANTS DEAD IN ABANDONED TRUCK IN TX,A v ATLEAST 50 MIGRANTS DEAD IN ABANDONED TRUCK IN TX,AT LEAST 50 MIGRANTS DEAD IN ABANDONED TRUCK IN TX
9064,2022-06-28 21:01:05,FOXNEWSW,3,FOXNEWSW_20220628_210000_The_Five/start/60,"""DEATHS ARE ON BIDEN"". TEXAS GOV LASHES OUT AFTER 51 MIGRANTS FOUND DEAD",DEATHS ARE ON BIDEN TEXAS GOV LASHES OUT AFTER 51 MIGRANTS FOUND DEAD,DEATHS ARE ON BIDEN TEXAS GOV LASHES OUT AFTER 51 MIGRANTS FOUND DEAD
9065,2022-06-28 21:03:00,FOXNEWSW,2,FOXNEWSW_20220628_210000_The_Five/start/180,/R. 51 MIGRANTS FOUND DEAD IN SWELTERING TEXAS HEAT,R 51 MIGRANTS FOUND DEAD IN SWELTERING TEXAS HEAT,51 MIGRANTS FOUND DEAD IN SWELTERING TEXAS HEAT
9066,2022-06-28 21:07:38,FOXNEWSW,2,FOXNEWSW_20220628_210000_The_Five/start/420,BIDEN BLAMED FOR HORRIFIC MIGRANT DEATHS,BIDEN BLAMED FOR HORRIFIC MIGRANT DEATHS,BIDEN BLAMED FOR HORRIFIC MIGRANT DEATHS
9067,2022-06-28 21:51:54,CNNW,2,CNNW_20220628_210000_The_Lead_With_Jake_Tapper/start/3060,2 MEN CHARGED AFTER 51 MIGRANTS FOUND DEAD IN ABANDONED TRUCK. .  . . Rosa Flores | Â¢\ Correspondent,2 MEN CHARGED AFTER 51 MIGRANTS FOUND DEAD IN ABANDONED TRUCK Rosa Flores Correspondent,2 MEN CHARGED AFTER 51 MIGRANTS FOUND DEAD IN ABANDONED TRUCK
9069,2022-06-28 22:05:10,FOXNEWSW,2,FOXNEWSW_20220628_220000_Special_Report_With_Bret_Baier/start/300,TEXAS TRAGEDY SREsoRT. 51 MIGRANTS DEAD FROM SWELTERING TRUCK L,TEXAS TRAGEDY SREsoRT 51 MIGRANTS DEAD FROM SWELTERING TRUCK L,TEXAS TRAGEDY 51 MIGRANTS DEAD FROM SWELTERING TRUCK
9070,2022-06-28 22:05:13,FOXNEWSW,2,FOXNEWSW_20220628_220000_Special_Report_With_Bret_Baier/start/300,TEXAS TRAGEDY. 51 MIGRANTS DEAD FROM SWELTERING TRUCK. . SPECIALâ. _REPORT. BID,TEXAS TRAGEDY 51 MIGRANTS DEAD FROM SWELTERING TRUCK SPECIAL REPORT BID,TEXAS TRAGEDY 51 MIGRANTS DEAD FROM SWELTERING TRUCK SPECIAL REPORT
9071,2022-06-28 22:08:00,FOXNEWSW,8,FOXNEWSW_20220628_220000_Special_Report_With_Bret_Baier/start/480,GOVERNMENT CUSTODY. FORMER SCHOOL TO HOUSE UNACCOMPANIED MIGRANT CHILDREN,GOVERNMENT CUSTODY FORMER SCHOOL TO HOUSE UNACCOMPANIED MIGRANT CHILDREN,GOVERNMENT CUSTODY FORMER SCHOOL TO HOUSE UNACCOMPANIED MIGRANT CHILDREN
9073,2022-06-28 23:31:55,FOXNEWSW,2,FOXNEWSW_20220628_230000_Jesse_Watters_Primetime/start/1860,TRAGEDY IN TEXAS: AT LEAST 50 MIGRANTS FOUND DEAD. .  . . JESSE WATTERS[PRIMETIME,TRAGEDY IN TEXAS AT LEAST 50 MIGRANTS FOUND DEAD JESSE WATTERSPRIMETIME,TRAGEDY IN TEXAS AT LEAST 50 MIGRANTS FOUND DEAD
9075,2022-06-28 23:33:08,FOXNEWSW,2,FOXNEWSW_20220628_230000_Jesse_Watters_Primetime/start/1980,INSTEAD OF FIXING BORDER DEMS OFFER PRAYERS. .  . . EMAIL JESSE: WATTERS@FOX.COM â¢,INSTEAD OF FIXING BORDER DEMS OFFER PRAYERS EMAIL JESSE WATTERSFOXCOM,INSTEAD OF FIXING BORDER DEMS OFFER PRAYERS EMAIL
9076,2022-06-28 23:33:15,FOXNEWSW,3,FOXNEWSW_20220628_230000_Jesse_Watters_Primetime/start/1980,50+ MIGRANTS KILLED IN TRACTOR TRAILER,50 MIGRANTS KILLED IN TRACTOR TRAILER,50 MIGRANTS KILLED IN TRACTOR TRAILER
9078,2022-06-28 23:35:04,FOXNEWSW,3,FOXNEWSW_20220628_230000_Jesse_Watters_Primetime/start/2100,"INSTEAD OF FIXING BORDER, DEMS OFFER PRAYERS",INSTEAD OF FIXING BORDER DEMS OFFER PRAYERS,INSTEAD OF FIXING BORDER DEMS OFFER PRAYERS
9079,2022-06-28 23:52:29,CNNW,33,CNNW_20220628_230000_Erin_Burnett_OutFront/start/3120,"51 MIGRANTS DEAD IN ""WORST HUMAN SMUGGLING EVENT"" IN U.S.. . Charles Hood | San Antonio Fire Chief",51 MIGRANTS DEAD IN WORST HUMAN SMUGGLING EVENT IN US Charles Hood San Antonio Fire Chief,51 MIGRANTS DEAD IN WORST HUMAN SMUGGLING EVENT IN US
9080,2022-06-29 00:28:00,FOXNEWSW,2,FOXNEWSW_20220629_000000_Tucker_Carlson_Tonight/start/1680,' 50 MIGRANTS FOUND DEAD IN A TRUCK IN TEXAS. I TUCKER CARLSON BIIIHIEI I,50 MIGRANTS FOUND DEAD IN A TRUCK IN TEXAS I TUCKER CARLSON BIIIHIEI I,50 MIGRANTS FOUND DEAD IN A TRUCK IN TEXAS
9081,2022-06-29 01:31:00,FOXNEWSW,3,FOXNEWSW_20220629_010000_Hannity/start/1860,BIDEN'S POLICY FAILURES BLAMED FOR ONGOING @ {. BORDER CRISIS AND DEATHS OF ILLEGAL MIGRANTS | 5=== 4 m,BIDENS POLICY FAILURES BLAMED FOR ONGOING BORDER CRISIS AND DEATHS OF ILLEGAL MIGRANTS 5 4 m,BIDEN'S POLICY FAILURES BLAMED FOR ONGOING BORDER CRISIS AND DEATHS OF ILLEGAL MIGRANTS
9082,2022-06-29 01:35:00,FOXNEWSW,2,FOXNEWSW_20220629_010000_Hannity/start/2100,DOZENSOF MIGRANTS FOUND DEAD N TRUCK AT BORDER  E8 5. .  . . I in4 BT,DOZENSOF MIGRANTS FOUND DEAD N TRUCK AT BORDER E8 5 I in4 BT,DOZENS OF MIGRANTS FOUND DEAD IN TRUCK AT BORDER
9084,2022-06-29 04:41:27,FOXNEWSW,2,FOXNEWSW_20220629_040000_Fox_News_at_Night_With_Shannon_Bream/start/2460,L. P 0OUT BENOON | FOA NEWO LONIRIBUIOR. . BORDER CRISIS. ICE FOCUSING ON NATIONAL & PUBLIC SAFETY THREATS,L P 0OUT BENOON FOA NEWO LONIRIBUIOR BORDER CRISIS ICE FOCUSING ON NATIONAL PUBLIC SAFETY THREATS,L P 0OUT BENOON FOA NEWO LONIRIBUIOR BORDER CRISIS ICE FOCUSING ON NATIONAL PUBLIC SAFETY THREATS
9086,2022-06-29 08:39:58,CNNW,4,CNNW_20220629_080000_CNN_Newsroom_Live/start/2340,51 MIGRANTS DEAD AFTER POLICE FIND ABANDONED SEMI-TRUCK,51 MIGRANTS DEAD AFTER POLICE FIND ABANDONED SEMITRUCK,51 MIGRANTS DEAD AFTER POLICE FIND ABANDONED SEMITRUCK
9089,2022-06-29 08:46:11,FOXNEWSW,5,FOXNEWSW_20220629_080000_FOX__Friends_First/start/2760,== = Y T NS. BIDEN SLAMMED AFTER 51 MIGRANTS FOUND DEAD,Y T NS BIDEN SLAMMED AFTER 51 MIGRANTS FOUND DEAD,Y T NS BIDEN SLAMMED AFTER 51 MIGRANTS FOUND DEAD
9090,2022-06-29 08:48:41,FOXNEWSW,2,FOXNEWSW_20220629_080000_FOX__Friends_First/start/2880,: -. BIDEN'S BORDER FAILURES BLAMED FOR MIGRANT TRAGEDY,BIDENS BORDER FAILURES BLAMED FOR MIGRANT TRAGEDY,BIDEN'S BORDER FAILURES BLAMED FOR MIGRANT TRAGEDY
9091,2022-06-29 09:27:27,CNNW,9,CNNW_20220629_090000_Early_Start_With_Christine_Romans_and_Laura_Jarrett/start/1620,"BIDEN: MIGRANT DEATHS IN TEXAS ""HORRIFYING AND HEARTBREAKING""",BIDEN MIGRANT DEATHS IN TEXAS HORRIFYING AND HEARTBREAKING,BIDEN MIGRANT DEATHS IN TEXAS HORRIFYING AND HEARTBREAKING
9092,2022-06-29 09:29:00,CNNW,5,CNNW_20220629_090000_Early_Start_With_Christine_Romans_and_Laura_Jarrett/start/1740,"MIGRANTS WERE FROM MEXICO, GUATEMALA, HONDURAS",MIGRANTS WERE FROM MEXICO GUATEMALA HONDURAS,MIGRANTS WERE FROM MEXICO GUATEMALA HONDURAS
9093,2022-06-29 09:56:16,FOXNEWSW,3,FOXNEWSW_20220629_090000_FOX__Friends_First/start/3360,WH CLAIMS BORDER 15 CLOSED DESPITE RECORD NUMBERS,WH CLAIMS BORDER 15 CLOSED DESPITE RECORD NUMBERS,WH CLAIMS BORDER IS CLOSED DESPITE RECORD NUMBERS
9094,2022-06-29 10:03:40,FOXNEWSW,2,FOXNEWSW_20220629_100000_FOX_and_Friends/start/180,"DEATH TOLL IN MIGRANT TRUCK HITS 51, INCL 5 MINORS",DEATH TOLL IN MIGRANT TRUCK HITS 51 INCL 5 MINORS,DEATH TOLL IN MIGRANT TRUCK HITS 51 INCLUDING 5 MINORS
9095,2022-06-29 10:05:16,FOXNEWSW,2,FOXNEWSW_20220629_100000_FOX_and_Friends/start/300,DEATHS HIGHLIGHT DANGERS OF SMUGGLING AT BORDER |tk,DEATHS HIGHLIGHT DANGERS OF SMUGGLING AT BORDER tk,DEATHS HIGHLIGHT DANGERS OF SMUGGLING AT BORDER
9097,2022-06-29 12:02:58,FOXNEWSW,3,FOXNEWSW_20220629_100000_FOX_and_Friends/start/7320,AR. CRITICS BLAME BIDEN AFTER 51 MIGRANTS FOUND DEAD,AR CRITICS BLAME BIDEN AFTER 51 MIGRANTS FOUND DEAD,CRITICS BLAME BIDEN AFTER 51 MIGRANTS FOUND DEAD
9098,2022-06-29 13:04:05,FOXNEWSW,5,FOXNEWSW_20220629_130000_Americas_Newsroom/start/240,BIDEN & ABBOTT TRADE BLOWS ON MIGRANT DEATHS,BIDEN ABBOTT TRADE BLOWS ON MIGRANT DEATHS,BIDEN AND ABBOTT TRADE BLOWS ON MIGRANT DEATHS
9099,2022-06-29 13:05:11,FOXNEWSW,47,FOXNEWSW_20220629_130000_Americas_Newsroom/start/300,WH DEFENDS POLICIES AFTER DEATHS OF 51 MIGRANTS,WH DEFENDS POLICIES AFTER DEATHS OF 51 MIGRANTS,WH DEFENDS POLICIES AFTER DEATHS OF 51 MIGRANTS
9100,2022-06-29 13:07:42,FOXNEWSW,3,FOXNEWSW_20220629_130000_Americas_Newsroom/start/420,"MEXICO BI.AMES MIGRANT DEATHS ON ""I.ACK OF CONTROL"". == BIDEN'S [EEER. S",MEXICO BIAMES MIGRANT DEATHS ON IACK OF CONTROL BIDENS EEER S,MEXICO BLAMES MIGRANT DEATHS ON LACK OF CONTROL
9103,2022-06-29 15:14:45,MSNBCW,2,MSNBCW_20220629_150000_MSNBC_Reports/start/840,=â_ MIGRANT TRAGEDY,MIGRANT TRAGEDY,MIGRANT TRAGEDY
9104,2022-06-29 15:18:24,FOXNEWSW,16,FOXNEWSW_20220629_150000_The_Faulkner_Focus/start/1080,LA R. .  . . WH DEFLECTS BLAME OF DEATHS OF 53 MIGRANTS,LA R WH DEFLECTS BLAME OF DEATHS OF 53 MIGRANTS,WH DEFLECTS BLAME FOR DEATHS OF 53 MIGRANTS
9106,2022-06-29 15:23:04,FOXNEWSW,3,FOXNEWSW_20220629_150000_The_Faulkner_Focus/start/1380,IR. WH ON MIGRANTS' DEATHS: THE BORDER IS CLOSED,IR WH ON MIGRANTS DEATHS THE BORDER IS CLOSED,WH ON MIGRANTS DEATHS THE BORDER IS CLOSED
9107,2022-06-29 15:32:17,CNNW,4,CNNW_20220629_150000_At_This_Hour_With_Kate_Bolduan/start/1920,TWO CHARGED AFTER 51 MIGRANTS FOUND DEAD IN TEXAS TRUCK. .  . . Rep. Svlvia Garcia ' (D) Texas,TWO CHARGED AFTER 51 MIGRANTS FOUND DEAD IN TEXAS TRUCK Rep Svlvia Garcia D Texas,TWO CHARGED AFTER 51 MIGRANTS FOUND DEAD IN TEXAS TRUCK
9108,2022-06-29 15:36:55,MSNBCW,3,MSNBCW_20220629_150000_MSNBC_Reports/start/2160,dailywire.com. At Least 42 People Found Dead Inside Truck Carrying Migrants In Texas: Reports,dailywirecom At Least 42 People Found Dead Inside Truck Carrying Migrants In Texas Reports,At Least 42 People Found Dead Inside Truck Carrying Migrants In Texas Reports
9110,2022-06-29 15:57:00,MSNBCW,12,MSNBCW_20220629_150000_MSNBC_Reports/start/3420,WHAT LGBTQ+ MIGRANTS FACE FOR JUST BEING THEMSELVES,WHAT LGBTQ MIGRANTS FACE FOR JUST BEING THEMSELVES,WHAT LGBTQ MIGRANTS FACE FOR JUST BEING THEMSELVES
9111,2022-06-29 15:57:22,MSNBCW,5,MSNBCW_20220629_150000_MSNBC_Reports/start/3420,LGBTQ+ MIGRANTS AT THE BORDER FEAR. ) FOR THEIR LIVES BACK HOME,LGBTQ MIGRANTS AT THE BORDER FEAR FOR THEIR LIVES BACK HOME,LGBTQ MIGRANTS AT THE BORDER FEAR FOR THEIR LIVES BACK HOME
9112,2022-06-29 15:58:07,MSNBCW,5,MSNBCW_20220629_150000_MSNBC_Reports/start/3480,"BENACH COLLOPY LLP, SENIORATTY.. - SARAH PITNEY SPECIALIZING IN LGBTQ+ MIGRANTS",BENACH COLLOPY LLP SENIORATTY SARAH PITNEY SPECIALIZING IN LGBTQ MIGRANTS,BENACH COLLOPY LLP SENIOR ATTORNEY SARAH PITNEY SPECIALIZING IN LGBTQ MIGRANTS
9113,2022-06-29 16:31:10,CNNW,29,CNNW_20220629_160000_Inside_Politics_With_John_King/start/1860,"SHERIFF TO BIDEN ON MIGRANT DEATHS: I'M ""ANGRY"" & ""DISAPPOINTED""",SHERIFF TO BIDEN ON MIGRANT DEATHS IM ANGRY DISAPPOINTED,SHERIFF TO BIDEN ON MIGRANT DEATHS I AM ANGRY DISAPPOINTED
9114,2022-06-29 16:31:54,CNNW,7,CNNW_20220629_160000_Inside_Politics_With_John_King/start/1860,TWO MEN CHARGED IN CONNECTION WITH DEATHS OF 50+ MIGRANTS,TWO MEN CHARGED IN CONNECTION WITH DEATHS OF 50 MIGRANTS,TWO MEN CHARGED IN CONNECTION WITH DEATHS OF 50 MIGRANTS
9115,2022-06-29 16:32:13,CNNW,28,CNNW_20220629_160000_Inside_Politics_With_John_King/start/1920,"TEXAS SHERIFF TO BIDEN ON MIGRANT TRAGEDY: ""I AM REACHING. OUT TO YOU FOR A THIRD TIME AND REQUESTING ASSISTANCE""",TEXAS SHERIFF TO BIDEN ON MIGRANT TRAGEDY I AM REACHING OUT TO YOU FOR A THIRD TIME AND REQUESTING ASSISTANCE,TEXAS SHERIFF TO BIDEN ON MIGRANT TRAGEDY I AM REACHING OUT TO YOU FOR A THIRD TIME AND REQUESTING ASSISTANCE
9116,2022-06-29 16:34:28,CNNW,34,CNNW_20220629_160000_Inside_Politics_With_John_King/start/2040,"DHS OFFICIAL: ""WORST HUMAN SMUGGLING EVENT IN THE U.S."". .  . . Gov. Greg Abbott  (R) Texas",DHS OFFICIAL WORST HUMAN SMUGGLING EVENT IN THE US Gov Greg Abbott R Texas,DHS OFFICIAL WORST HUMAN SMUGGLING EVENT IN THE US
9117,2022-06-29 16:36:00,CNNW,7,CNNW_20220629_160000_Inside_Politics_With_John_King/start/2160,GOP GOV ABBOTT BLASTS BIDEN OVER MIGRANT DEATHS,GOP GOV ABBOTT BLASTS BIDEN OVER MIGRANT DEATHS,GOP GOV ABBOTT BLASTS BIDEN OVER MIGRANT DEATHS
9118,2022-06-29 16:36:56,CNNW,6,CNNW_20220629_160000_Inside_Politics_With_John_King/start/2160,DURBIN: HOPE MIGRANT TRAGEDY SPARKS BIPARTISAN IMMIGRATION TALKS,DURBIN HOPE MIGRANT TRAGEDY SPARKS BIPARTISAN IMMIGRATION TALKS,DURBIN HOPE MIGRANT TRAGEDY SPARKS BIPARTISAN IMMIGRATION TALKS
9119,2022-06-29 17:45:19,CNNW,2,CNNW_20220629_170000_CNN_Newsroom_With_Ana_Cabrera/start/2700,2 MEN CHARGED IN DEATHS OF 53 MIGRANTS,2 MEN CHARGED IN DEATHS OF 53 MIGRANTS,2 MEN CHARGED IN DEATHS OF 53 MIGRANTS
9120,2022-06-29 17:50:15,CNNW,28,CNNW_20220629_170000_CNN_Newsroom_With_Ana_Cabrera/start/3000,TWO MEN CHARGED IN DEATHS OF 53 MIGRANTS,TWO MEN CHARGED IN DEATHS OF 53 MIGRANTS,TWO MEN CHARGED IN DEATHS OF 53 MIGRANTS
9121,2022-06-29 17:50:44,CNNW,11,CNNW_20220629_170000_CNN_Newsroom_With_Ana_Cabrera/start/3000,TWO CHARGED AS TEXAS MIGRANT DEATH TOLL RISES TO 53. .  . . Rosa Flores CN\N Correspondent,TWO CHARGED AS TEXAS MIGRANT DEATH TOLL RISES TO 53 Rosa Flores CNN Correspondent,TWO CHARGED AS TEXAS MIGRANT DEATH TOLL RISES TO 53
9122,2022-06-29 17:52:08,CNNW,24,CNNW_20220629_170000_CNN_Newsroom_With_Ana_Cabrera/start/3120,MIGRANT DEATHS PUT SPOTLIGHT ON DANGERS OF CROSSING BORDER,MIGRANT DEATHS PUT SPOTLIGHT ON DANGERS OF CROSSING BORDER,MIGRANT DEATHS PUT SPOTLIGHT ON DANGERS OF CROSSING BORDER
9123,2022-06-29 18:02:11,FOXNEWSW,2,FOXNEWSW_20220629_170000_America_Reports/start/3720,SOON: GOV ABBOTT TO ADDRESS MIGRANT TRUCK TRAGEDY,SOON GOV ABBOTT TO ADDRESS MIGRANT TRUCK TRAGEDY,SOON GOV ABBOTT TO ADDRESS MIGRANT TRUCK TRAGEDY
9124,2022-06-29 18:02:15,FOXNEWSW,6,FOXNEWSW_20220629_170000_America_Reports/start/3720,AT LEAST 53 DEAD AFTER MIGRANT TRUCK ABANDONED,AT LEAST 53 DEAD AFTER MIGRANT TRUCK ABANDONED,AT LEAST 53 DEAD AFTER MIGRANT TRUCK ABANDONED
9125,2022-06-29 18:04:00,FOXNEWSW,3,FOXNEWSW_20220629_170000_America_Reports/start/3840,"ABBOTT & WH SPAR OVER MIGRANTS FOUND DEAD IN TRUCK ',ï¬'s'%'c':'-'z'rÃ© ,'.@",ABBOTT WH SPAR OVER MIGRANTS FOUND DEAD IN TRUCK sczr,ABBOTT WH SPAR OVER MIGRANTS FOUND DEAD IN TRUCK
9127,2022-06-29 18:07:06,FOXNEWSW,2,FOXNEWSW_20220629_170000_America_Reports/start/4020,ABBOTT: BIDEN EMPOWERS CARTELS TO SMUGGLE MIGRANTS,ABBOTT BIDEN EMPOWERS CARTELS TO SMUGGLE MIGRANTS,ABBOTT BIDEN EMPOWERS CARTELS TO SMUGGLE MIGRANTS
9130,2022-06-29 18:08:46,FOXNEWSW,3,FOXNEWSW_20220629_170000_America_Reports/start/4080,"BIDEN: CRITICS ""GRANDSTANDING"" ON MIGRANT DEATHS",BIDEN CRITICS GRANDSTANDING ON MIGRANT DEATHS,BIDEN CRITICS GRANDSTANDING ON MIGRANT DEATHS
9132,2022-06-29 18:10:33,FOXNEWSW,2,FOXNEWSW_20220629_170000_America_Reports/start/4200,L > DAN CRENOHAW (K) | IEAAS CONGRESOMAIN. . ] ABBOTT & WH SPAR OVER MIGRANTS FOUND DEAD IN TRUCK,L DAN CRENOHAW K IEAAS CONGRESOMAIN ABBOTT WH SPAR OVER MIGRANTS FOUND DEAD IN TRUCK,L DAN CRENOHAW K IEAAS CONGRESOMAIN ABBOTT WH SPAR OVER MIGRANTS FOUND DEAD IN TRUCK
9136,2022-06-29 19:23:00,CNNW,4,CNNW_20220629_190000_CNN_Newsroom_With_Alisyn_Camerota_and_Victor_Blackwell/start/1380,TEXAS GOV.: TRUCK WASN'T INSPECTED PROPERLY AT BORDER. .  . . Gov. Greg Abbott  (R) Texas,TEXAS GOV TRUCK WASNT INSPECTED PROPERLY AT BORDER Gov Greg Abbott R Texas,TEXAS GOV TRUCK WASN'T INSPECTED PROPERLY AT BORDER Gov Greg Abbott R Texas
9137,2022-06-29 19:23:18,CNNW,7,CNNW_20220629_190000_CNN_Newsroom_With_Alisyn_Camerota_and_Victor_Blackwell/start/1380,TWO CHARGED AS TEXAS MIGRANT DEATH TOLL RISES TO 53. .  . . Semitruck packed with migrants was abandoned in San Antonio in 100+ heat,TWO CHARGED AS TEXAS MIGRANT DEATH TOLL RISES TO 53 Semitruck packed with migrants was abandoned in San Antonio in 100 heat,TWO CHARGED AS TEXAS MIGRANT DEATH TOLL RISES TO 53 Semitruck packed with migrants was abandoned in San Antonio in 100 heat
9138,2022-06-29 19:32:00,MSNBCW,5,MSNBCW_20220629_190000_Hallie_Jackson_Reports/start/1920,". ABBOTT: MIGRANT DEATHS HAPPENED ""ON BIDEN'S WATCH'",ABBOTT MIGRANT DEATHS HAPPENED ON BIDENS WATCH,ABBOTT MIGRANT DEATHS HAPPENED ON BIDEN'S WATCH
9139,2022-06-29 19:34:17,MSNBCW,6,MSNBCW_20220629_190000_Hallie_Jackson_Reports/start/2040,. MIGRANT DEATH TOLL RISES TO 53,MIGRANT DEATH TOLL RISES TO 53,MIGRANT DEATH TOLL RISES TO 53
9140,2022-06-29 20:18:00,FOXNEWSW,3,FOXNEWSW_20220629_200000_Your_World_With_Neil_Cavuto/start/1080,ABBOTT: DEADLIEST U.S. MIGRANT SMUGGLING INCIDENT. | ~ ' R,ABBOTT DEADLIEST US MIGRANT SMUGGLING INCIDENT R,ABBOTT DEADLIEST US MIGRANT SMUGGLING INCIDENT
9141,2022-06-29 20:35:00,CNNW,6,CNNW_20220629_200000_The_Lead_With_Jake_Tapper/start/2100,DURBIN AND TILLIS RESTART LONG SHOT IMMIGRATION REFORM TALKS,DURBIN AND TILLIS RESTART LONG SHOT IMMIGRATION REFORM TALKS,DURBIN AND TILLIS RESTART LONG SHOT IMMIGRATION REFORM TALKS
9142,2022-06-29 20:35:07,CNNW,2,CNNW_20220629_200000_The_Lead_With_Jake_Tapper/start/2100,"53 MIGRANTS DEAD IN 'WORST HUMAN SMUGGLING EVENT' IN U,",53 MIGRANTS DEAD IN WORST HUMAN SMUGGLING EVENT IN U,53 MIGRANTS DEAD IN WORST HUMAN SMUGGLING EVENT IN US
9143,2022-06-29 20:35:22,CNNW,2,CNNW_20220629_200000_The_Lead_With_Jake_Tapper/start/2100,"53 MIGRANTS DEAD IN HUMAN SMUGGLING EVENT IN TEXAS. . Rep. Tony Gonzales | (R) Represents District that Includes Uvalde, Texas",53 MIGRANTS DEAD IN HUMAN SMUGGLING EVENT IN TEXAS Rep Tony Gonzales R Represents District that Includes Uvalde Texas,53 MIGRANTS DEAD IN HUMAN SMUGGLING EVENT IN TEXAS
9144,2022-06-29 22:34:48,FOXNEWSW,2,FOXNEWSW_20220629_220000_Special_Report_With_Bret_Baier/start/2040,SOLEMN REMEMBRANCE. COMMUNITY MOURNS MIGRANT DEATHS,SOLEMN REMEMBRANCE COMMUNITY MOURNS MIGRANT DEATHS,SOLEMN REMEMBRANCE COMMUNITY MOURNS MIGRANT DEATHS
9145,2022-06-29 22:36:00,FOXNEWSW,2,FOXNEWSW_20220629_220000_Special_Report_With_Bret_Baier/start/2160,"""REMAIN IN MEXICO"" POLICY. AWAITING SUPREME COURT DECISION ON IMMIGRATION",REMAIN IN MEXICO POLICY AWAITING SUPREME COURT DECISION ON IMMIGRATION,REMAIN IN MEXICO POLICY AWAITING SUPREME COURT DECISION ON IMMIGRATION
9148,2022-06-29 23:43:14,MSNBCW,9,MSNBCW_20220629_230000_The_ReidOut/start/2580,. MIGRANT DEATHS EXPOSE GOP LIES & HYPOCRISY,MIGRANT DEATHS EXPOSE GOP LIES HYPOCRISY,MIGRANT DEATHS EXPOSE GOP LIES HYPOCRISY
9149,2022-06-29 23:49:12,MSNBCW,30,MSNBCW_20220629_230000_The_ReidOut/start/2940,. 53 MIGRANTS DIE OF HEAT & ASPHYXIATION IN TEXAS VAN,53 MIGRANTS DIE OF HEAT ASPHYXIATION IN TEXAS VAN,53 MIGRANTS DIE OF HEAT ASPHYXIATION IN TEXAS VAN
9150,2022-06-29 23:50:53,MSNBCW,3,MSNBCW_20220629_230000_The_ReidOut/start/3000,. TEXAS GOV. ABBOTT BIZARRELY BLAMES MIGRANT. . DEATHS ON NON-EXISTENT OPEN BORDER POLICY,TEXAS GOV ABBOTT BIZARRELY BLAMES MIGRANT DEATHS ON NONEXISTENT OPEN BORDER POLICY,TEXAS GOV ABBOTT BIZARRELY BLAMES MIGRANT DEATHS ON NONEXISTENT OPEN BORDER POLICY
