,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
3428,2023-04-02 20:04:06,FOXNEWSW,2,FOXNEWSW_20230402_200000_Fox_News_Live/start/240,MIGRANTS DISCOVERED IN BACK OF U-HAUL TRUCK,MIGRANTS DISCOVERED IN BACK OF UHAUL TRUCK,MIGRANTS DISCOVERED IN BACK OF UHAUL TRUCK
3432,2023-04-02 22:25:05,FOXNEWSW,2,FOXNEWSW_20230402_220000_Fox_Report_With_Jon_Scott/start/1500,""" MAYORKAS: MASS MIGRATION I5 A GLOBAL PROBLEM. . AYORKAS: MASS MIGRATION IS A GLOBAL PROBLEM",MAYORKAS MASS MIGRATION I5 A GLOBAL PROBLEM AYORKAS MASS MIGRATION IS A GLOBAL PROBLEM,MAYORKAS MASS MIGRATION IS A GLOBAL PROBLEM
3436,2023-04-03 06:39:26,CNNW,36,CNNW_20230403_060000_CNN_Newsroom_Live/start/2340,TAIWAN'S PRESIDENT MEETS WITH GUATEMALAN PRESIDENT,TAIWANS PRESIDENT MEETS WITH GUATEMALAN PRESIDENT,TAIWANS PRESIDENT MEETS WITH GUATEMALAN PRESIDENT
3437,2023-04-03 08:33:20,FOXNEWSW,8,FOXNEWSW_20230403_080000_FOX__Friends_First/start/1980,NATL GUARD SAVES MIGRANT CHILD FLOATING DOWN RIVER,NATL GUARD SAVES MIGRANT CHILD FLOATING DOWN RIVER,NATL GUARD SAVES MIGRANT CHILD FLOATING DOWN RIVER
3438,2023-04-03 08:34:00,FOXNEWSW,2,FOXNEWSW_20230403_080000_FOX__Friends_First/start/2040,L = _EEEEE SN\ _ |. . NIKKI HALEY HEADING TO THE BORDER TODAY,L EEEEE SN NIKKI HALEY HEADING TO THE BORDER TODAY,NIKKI HALEY HEADING TO THE BORDER TODAY
3442,2023-04-03 09:44:07,FOXNEWSW,2,FOXNEWSW_20230403_090000_FOX__Friends_First/start/2640,"A S 0 |. MAYORKAS STOPS SHORT OF CALLING BORDER A ""CRISIS""",A S 0 MAYORKAS STOPS SHORT OF CALLING BORDER A CRISIS,A MAYORKAS STOPS SHORT OF CALLING BORDER A CRISIS
3443,2023-04-03 09:45:00,FOXNEWSW,2,FOXNEWSW_20230403_090000_FOX__Friends_First/start/2700,"NPOUSSSSââS A N Â£ L. . MAYORKAS REFUSES TO CALL BORDER A ""CRISIS""",NPOUSSSSS A N L MAYORKAS REFUSES TO CALL BORDER A CRISIS,SECRETARY MAYORKAS REFUSES TO CALL BORDER A CRISIS
3446,2023-04-03 10:22:08,FOXNEWSW,3,FOXNEWSW_20230403_100000_FOX_and_Friends/start/1320,"SEC MAYORKAS INSISTS BORDER IS NOT ""OPEN"" (st Â£",SEC MAYORKAS INSISTS BORDER IS NOT OPEN st,SEC MAYORKAS INSISTS BORDER IS NOT OPEN
3447,2023-04-03 11:14:00,FOXNEWSW,2,FOXNEWSW_20230403_110000_FOX_and_Friends/start/840,"Y. . e W . -. RPT: IMMIGRANT HOTEL WORKER SUES NYC AFTER | @,m'. \ GETTING ASSAULTED BY MIG!",Y e W RPT IMMIGRANT HOTEL WORKER SUES NYC AFTER m GETTING ASSAULTED BY MIG,IMMIGRANT HOTEL WORKER SUES NYC AFTER GETTING ASSAULTED BY MIGRANT
3448,2023-04-03 13:18:40,FOXNEWSW,3,FOXNEWSW_20230403_130000_Americas_Newsroom/start/1080,"CHINESE MIGRANTS CAUGHT AT BORDER, THEN RELEASED Aiar â¬",CHINESE MIGRANTS CAUGHT AT BORDER THEN RELEASED Aiar,CHINESE MIGRANTS CAUGHT AT BORDER THEN RELEASED
3450,2023-04-03 13:20:08,FOXNEWSW,2,FOXNEWSW_20230403_130000_Americas_Newsroom/start/1200,HUMAN SMUGGLERS STUFF MIGRANTS INSHIPPING TRUCKS /L1528 ï¬,HUMAN SMUGGLERS STUFF MIGRANTS INSHIPPING TRUCKS L1528,HUMAN SMUGGLERS STUFF MIGRANTS IN SHIPPING TRUCKS
3453,2023-04-03 13:35:11,FOXNEWSW,2,FOXNEWSW_20230403_130000_Americas_Newsroom/start/2100,"WS) EDITOR IN-CHIEF: DETENTION A ""TOTAL OUTRAGE"". . AMERICA'S NEWSROOM",WS EDITOR INCHIEF DETENTION A TOTAL OUTRAGE AMERICAS NEWSROOM,DETENTION A TOTAL OUTRAGE
3454,2023-04-03 17:27:51,FOXNEWSW,5,FOXNEWSW_20230403_170000_America_Reports/start/1620,ABANDONED MIGRANT CHILD DRIFTS ON RIO GRANDE [,ABANDONED MIGRANT CHILD DRIFTS ON RIO GRANDE,ABANDONED MIGRANT CHILD DRIFTS ON RIO GRANDE
3456,2023-04-03 18:22:13,FOXNEWSW,4,FOXNEWSW_20230403_180000_America_Reports/start/1320,VIDEO: MIGRANT CHILD DRIFTING DOWN RIO GRANDE,VIDEO MIGRANT CHILD DRIFTING DOWN RIO GRANDE,VIDEO MIGRANT CHILD DRIFTING DOWN RIO GRANDE
3457,2023-04-03 19:13:43,FOXNEWSW,3,FOXNEWSW_20230403_190000_The_Story_With_Martha_MacCallum/start/780,AWAITING TRUMP IN NY(. SOURCE: MIGRANT CHILD RESCUED FROM RIO GRANDE e,AWAITING TRUMP IN NY SOURCE MIGRANT CHILD RESCUED FROM RIO GRANDE e,MIGRANT CHILD RESCUED FROM RIO GRANDE
3458,2023-04-03 19:14:28,FOXNEWSW,2,FOXNEWSW_20230403_190000_The_Story_With_Martha_MacCallum/start/840,TX DPS: SMUGGI.ERS HIDING MIGRANTS IN TRUCKS,TX DPS SMUGGIERS HIDING MIGRANTS IN TRUCKS,TX DPS SMUGGLERS HIDING MIGRANTS IN TRUCKS
3460,2023-04-03 22:07:54,FOXNEWSW,2,FOXNEWSW_20230403_220000_Special_Report_With_Bret_Baier/start/420,IMMIGRATION PITCH. HALEY CAMPAIGNS IN SOUTH TEXAS,IMMIGRATION PITCH HALEY CAMPAIGNS IN SOUTH TEXAS,IMMIGRATION PITCH HALEY CAMPAIGNS IN SOUTH TEXAS
3461,2023-04-03 22:08:45,FOXNEWSW,15,FOXNEWSW_20230403_220000_Special_Report_With_Bret_Baier/start/480,OUT OF CONTROL. MIGRANT INFLUX CONTINUES,OUT OF CONTROL MIGRANT INFLUX CONTINUES,OUT OF CONTROL MIGRANT INFLUX CONTINUES
3464,2023-04-04 08:22:18,FOXNEWSW,5,FOXNEWSW_20230404_080000_FOX__Friends_First/start/1320,NIKKI HALEY TAKES TRIP TO SOUTHERN BORDER,NIKKI HALEY TAKES TRIP TO SOUTHERN BORDER,NIKKI HALEY TAKES TRIP TO SOUTHERN BORDER
3465,2023-04-04 08:23:00,FOXNEWSW,2,FOXNEWSW_20230404_080000_FOX__Friends_First/start/1380,T. . BIDEN ADMIN FACES BACKLASH OVER BORDER POLICIES,T BIDEN ADMIN FACES BACKLASH OVER BORDER POLICIES,BIDEN ADMIN FACES BACKLASH OVER BORDER POLICIES
3466,2023-04-04 15:18:51,FOXNEWSW,2,FOXNEWSW_20230404_150000_The_Faulkner_Focus/start/1080,CB: MIGRANT ENCOUNTERS TOP 1M FOR Q1 OF FY 2023 | RETRal o,CB MIGRANT ENCOUNTERS TOP 1M FOR Q1 OF FY 2023 RETRal o,CBP MIGRANT ENCOUNTERS TOP 1M FOR Q1 OF FY 2023
3467,2023-04-04 15:20:00,FOXNEWSW,2,FOXNEWSW_20230404_150000_The_Faulkner_Focus/start/1200,"|l () Y â T | :. . âm. HALEY UNVEILS HER ""CATCH AND DEPORT"" PLAN [[TRAaL",l Y T m HALEY UNVEILS HER CATCH AND DEPORT PLAN TRAaL,L Y T M HALEY UNVEILS HER CATCH AND DEPORT PLAN
3483,2023-04-05 08:42:17,FOXNEWSW,5,FOXNEWSW_20230405_080000_FOX__Friends_First/start/2520,"MIGRANT FLIGHTS TO FL ""FACILITATED ABUSE"" OF KIDS",MIGRANT FLIGHTS TO FL FACILITATED ABUSE OF KIDS,MIGRANT FLIGHTS TO FL FACILITATED ABUSE OF KIDS
3485,2023-04-05 14:58:33,FOXNEWSW,3,FOXNEWSW_20230405_140000_Americas_Newsroom/start/3480,"MIGRANTS CRAMMED IN ""STASH HOUSES"" AT BORDER",MIGRANTS CRAMMED IN STASH HOUSES AT BORDER,MIGRANTS CRAMMED IN STASH HOUSES AT BORDER
3486,2023-04-05 15:21:24,BBCNEWS,2,BBCNEWS_20230405_150000_BBC_News/start/1260,Home Office leases barge for asylum seekers,Home Office leases barge for asylum seekers,Home Office leases barge for asylum seekers
3489,2023-04-05 16:01:08,BBCNEWS,54,BBCNEWS_20230405_160000_BBC_News/start/60,UK Govt leases barge for asylum seekers,UK Govt leases barge for asylum seekers,UK Govt leases barge for asylum seekers
3490,2023-04-05 16:36:28,BBCNEWS,33,BBCNEWS_20230405_163000_BBC_News/start/360,Barge to house migrants off UK coast,Barge to house migrants off UK coast,Barge to house migrants off UK coast
3492,2023-04-05 17:22:54,FOXNEWSW,2,FOXNEWSW_20230405_170000_America_Reports/start/1320,140+ MIGRANTS FOUND IN 2 X STASH HOUSE BUSTS,140 MIGRANTS FOUND IN 2 X STASH HOUSE BUSTS,140 MIGRANTS FOUND IN 2 X STASH HOUSE BUSTS
3494,2023-04-05 20:21:07,BBCNEWS,6,BBCNEWS_20230405_190000_The_Context/start/4860,Migrant barge to house 500 men off Dorset coast,Migrant barge to house 500 men off Dorset coast,Migrant barge to house 500 men off Dorset coast
3502,2023-04-06 17:38:57,FOXNEWSW,2,FOXNEWSW_20230406_170000_America_Reports/start/2280,DN ICE DD(\TI:CTI:DC ('I ACI-I INI CTDI:I:TC nl: DADIC,DN ICE DDTICTIDC I ACII INI CTDIITC nl DADIC,MOST AMERICANS DISAPPROVE OF BIDENS HANDLING OF ECONOMY IMMIGRATION GUNS OTHER KEY ISSUES
3503,2023-04-06 17:45:19,FOXNEWSW,2,FOXNEWSW_20230406_170000_America_Reports/start/2700,DA ICE ADDI:(TID\IP DDï¬TI:CTI:DC INl DADIC,DA ICE ADDITIDIP DDTICTIDC INl DADIC,ICE ADDITIONAL DETENTION IN THE AREA
3507,2023-04-07 04:10:54,BBCNEWS,7,BBCNEWS_20230407_040000_BBC_News/start/600,Migrant boats,Migrant boats,Migrant boats
3511,2023-04-07 21:02:42,MSNBCW,2,MSNBCW_20230407_200000_Deadline_White_House/start/3720,I WAPO: PROBE INTO DHS IG WIDENS TO. INCLUDE MISSING SECRET SERVICE TEXTS,I WAPO PROBE INTO DHS IG WIDENS TO INCLUDE MISSING SECRET SERVICE TEXTS,PROBE INTO DHS IG WIDENS TO INCLUDE MISSING SECRET SERVICE TEXTS
3512,2023-04-07 21:07:52,MSNBCW,2,MSNBCW_20230407_200000_Deadline_White_House/start/4020,DHS INVESTIGATORS DEMAND RECORDS RELATED TO. DELETED JAN. 6 TEXTS FROM TRUMP-APPOINTED IG,DHS INVESTIGATORS DEMAND RECORDS RELATED TO DELETED JAN 6 TEXTS FROM TRUMPAPPOINTED IG,DEMAND RECORDS RELATED TO DELETED JAN 6 TEXTS
3513,2023-04-07 21:33:03,FOXNEWSW,2,FOXNEWSW_20230407_210000_The_Five/start/1980,. TURNING TO CHINA. MEXICAN PRESIDENT BEGS FOR HELP WITH FENTANYL CRISIS,TURNING TO CHINA MEXICAN PRESIDENT BEGS FOR HELP WITH FENTANYL CRISIS,MEXICAN PRESIDENT BEGS FOR HELP WITH FENTANYL CRISIS
3515,2023-04-08 01:22:22,BBCNEWS,39,BBCNEWS_20230408_010000_BBC_News/start/1320,Kenyan refugee camp faces drought,Kenyan refugee camp faces drought,Kenyan refugee camp faces drought
3517,2023-04-08 06:29:39,CNNW,7,CNNW_20230408_060000_CNN_Newsroom_Live/start/1740,CHILDREN RETURN HOME AFTER ALLEGED DEPORTATION BY RUSSIA,CHILDREN RETURN HOME AFTER ALLEGED DEPORTATION BY RUSSIA,CHILDREN RETURN HOME AFTER ALLEGED DEPORTATION BY RUSSIA
3521,2023-04-08 15:18:51,FOXNEWSW,5,FOXNEWSW_20230408_150000_Cavuto_Live/start/1080,MIGRANTS GOING TO GREAT LENGTHS TO GET INTO U.S.,MIGRANTS GOING TO GREAT LENGTHS TO GET INTO US,MIGRANTS GOING TO GREAT LENGTHS TO GET INTO US
3522,2023-04-08 15:18:56,FOXNEWSW,6,FOXNEWSW_20230408_150000_Cavuto_Live/start/1080,HOLY WEEK MAY BE IMPACTING MIGRANT SURGE AT BORDER,HOLY WEEK MAY BE IMPACTING MIGRANT SURGE AT BORDER,HOLY WEEK MAY BE IMPACTING MIGRANT SURGE AT BORDER
3523,2023-04-08 15:19:09,FOXNEWSW,12,FOXNEWSW_20230408_150000_Cavuto_Live/start/1140,BORDER AGENTS BUST MIGRANTS TRYING TO SNEAK IN,BORDER AGENTS BUST MIGRANTS TRYING TO SNEAK IN,BORDER AGENTS BUST MIGRANTS TRYING TO SNEAK IN
3525,2023-04-08 17:33:00,FOXNEWSW,2,FOXNEWSW_20230408_170000_Fox_News_Live/start/1980,", â R i. MIGRANTS, DRUGS STREAMING ACROSS SOUTHERN BORDER",R i MIGRANTS DRUGS STREAMING ACROSS SOUTHERN BORDER,MIGRANTS DRUGS STREAMING ACROSS SOUTHERN BORDER
3529,2023-04-08 21:59:58,FOXNEWSW,2,FOXNEWSW_20230408_210000_The_Big_Saturday_Show/start/3540,S. . FREEBIE FALLOUT. NYC CUTS $1B FROM ANNUAL BUDGET OVER IMMIGRANT COSTS,S FREEBIE FALLOUT NYC CUTS 1B FROM ANNUAL BUDGET OVER IMMIGRANT COSTS,S FREEBIE FALLOUT NYC CUTS 1B FROM ANNUAL BUDGET OVER IMMIGRANT COSTS
3533,2023-04-09 07:26:06,CNNW,4,CNNW_20230409_070000_CNN_Newsroom_Live/start/1560,FAMILIES REUNITED IN UKRAINE AFTER ALLEGED DEPORTATIONS BY RUSSIA. . Nick Paton Walsh ' Â¢\ Chief International Security Correspondent,FAMILIES REUNITED IN UKRAINE AFTER ALLEGED DEPORTATIONS BY RUSSIA Nick Paton Walsh Chief International Security Correspondent,FAMILIES REUNITED IN UKRAINE AFTER ALLEGED DEPORTATIONS BY RUSSIA
3534,2023-04-09 07:26:35,CNNW,11,CNNW_20230409_070000_CNN_Newsroom_Live/start/1560,"UKRAINIAN CHILDREN SPEAK AFTER ALLEGED DEPORTATION BY RUSSIA. . 31 of them returned home after months in Russia, occupied Crimea",UKRAINIAN CHILDREN SPEAK AFTER ALLEGED DEPORTATION BY RUSSIA 31 of them returned home after months in Russia occupied Crimea,UKRAINIAN CHILDREN SPEAK AFTER ALLEGED DEPORTATION BY RUSSIA
3539,2023-04-09 12:40:30,CNNW,7,CNNW_20230409_120000_CNN_This_Morning_Weekend/start/2400,"""l CRIED WHEN | SAW MY MOM FROM THE BUS"". . Ukrainian children return home after alleged deportation by Russia",l CRIED WHEN SAW MY MOM FROM THE BUS Ukrainian children return home after alleged deportation by Russia,l CRIED WHEN SAW MY MOM FROM THE BUS
3543,2023-04-09 17:21:17,FOXNEWSW,2,FOXNEWSW_20230409_170000_Fox_News_Live/start/1260,BIDEN ADMIN TO ENFORCE NEW ASYLUM RULES AT B0RDER I3,BIDEN ADMIN TO ENFORCE NEW ASYLUM RULES AT B0RDER I3,BIDEN ADMIN TO ENFORCE NEW ASYLUM RULES AT BORDER
3544,2023-04-09 17:23:00,FOXNEWSW,5,FOXNEWSW_20230409_170000_Fox_News_Live/start/1380,ADMIN TOUGHENS ASYLUM RULES AHEAD OF TTE 42END. EFf,ADMIN TOUGHENS ASYLUM RULES AHEAD OF TTE 42END EFf,ADMIN TOUGHENS ASYLUM RULES AHEAD OF THE 42ND EFFECT
3545,2023-04-09 20:08:21,BBCNEWS,27,BBCNEWS_20230409_200000_BBC_News/start/480,Charity: 400 migrants stranded in Mediterranean,Charity 400 migrants stranded in Mediterranean,Charity 400 migrants stranded in Mediterranean
3549,2023-04-10 04:08:20,BBCNEWS,9,BBCNEWS_20230410_040000_BBC_News/start/480,400 migrants stranded,400 migrants stranded,400 migrants stranded
3550,2023-04-10 06:13:09,FOXNEWSW,2,FOXNEWSW_20230410_060000_FOX_News_Sunday/start/780,R. NEWS SEN GRAHAM (R-SC) SEEKS TO DESIGNATE. Y N4 MEXICAN DRUG CARTELS AS TERRORIST GROUPS,R NEWS SEN GRAHAM RSC SEEKS TO DESIGNATE Y N4 MEXICAN DRUG CARTELS AS TERRORIST GROUPS,R SCOTT GRAHAM SEEKS TO DESIGNATE MEXICAN DRUG CARTELS AS TERRORIST GROUPS
3552,2023-04-10 07:40:15,CNNW,5,CNNW_20230410_070000_CNN_Newsroom_Live/start/2400,UKRAINIANS ADJUST TO LIFE IN EASTERN RUSSIA. . Voice of Natalia | Ukrainian refugee,UKRAINIANS ADJUST TO LIFE IN EASTERN RUSSIA Voice of Natalia Ukrainian refugee,UKRAINIANS ADJUST TO LIFE IN EASTERN RUSSIA
3558,2023-04-10 13:21:08,FOXNEWSW,2,FOXNEWSW_20230410_130000_Americas_Newsroom/start/1260,: WOMAN WITH TRUCK OF MIGRANTS DENIES SMUGGLING,WOMAN WITH TRUCK OF MIGRANTS DENIES SMUGGLING,WOMAN WITH TRUCK OF MIGRANTS DENIES SMUGGLING
3560,2023-04-10 16:14:07,BBCNEWS,55,BBCNEWS_20230410_160000_BBC_News/start/840,Italian Coastguard carrying out rescue operations,Italian Coastguard carrying out rescue operations,Italian Coastguard carrying out rescue operations
3561,2023-04-10 17:19:18,BBCNEWS,43,BBCNEWS_20230410_170000_BBC_News/start/1140,"Italy rescues 1,200 migrants in two stranded boats",Italy rescues 1200 migrants in two stranded boats,Italy rescues 1200 migrants in two stranded boats
3565,2023-04-11 04:43:44,FOXNEWSW,2,FOXNEWSW_20230411_040000_Fox_News_at_Night/start/2580,PAY TO STAY. CA DEM WANTS TO FUND LAWYERS FOR MIGRANT VIOLENT FELONS,PAY TO STAY CA DEM WANTS TO FUND LAWYERS FOR MIGRANT VIOLENT FELONS,PAY TO STAY CA DEM WANTS TO FUND LAWYERS FOR MIGRANT VIOLENT FELONS
3573,2023-04-11 07:43:11,CNNW,30,CNNW_20230411_070000_CNN_Newsroom_Live/start/2580,ITALY WORKING TO RESCUE HUNDREDS OF MIGRANTS ON BOATS,ITALY WORKING TO RESCUE HUNDREDS OF MIGRANTS ON BOATS,ITALY WORKING TO RESCUE HUNDREDS OF MIGRANTS ON BOATS
3577,2023-04-11 09:36:00,CNNW,11,CNNW_20230411_090000_Early_Start_With_Christine_Romans/start/2160,"RESCUE WORKERS RACE TO SAVE 1,200+ MIGRANTS ADRIFT AT SEA",RESCUE WORKERS RACE TO SAVE 1200 MIGRANTS ADRIFT AT SEA,RESCUE WORKERS RACE TO SAVE 1200 MIGRANTS ADRIFT AT SEA
3580,2023-04-11 15:32:00,FOXNEWSW,19,FOXNEWSW_20230411_150000_The_Faulkner_Focus/start/1920,HUNDREDS OF MIGRANTS MASS AT BRIDGE TO EL PASO,HUNDREDS OF MIGRANTS MASS AT BRIDGE TO EL PASO,HUNDREDS OF MIGRANTS MASS AT BRIDGE TO EL PASO
3587,2023-04-12 00:29:59,CNNW,2,CNNW_20230412_000000_Anderson_Cooper_360/start/1740,"TWO AMERICANS WHO SURVIVED MEXICAN KIDNAPPING SPEAK OUT. ABOUT SHOOTOUT, KIDNAPPING, TWO FRIENDS MURDERED",TWO AMERICANS WHO SURVIVED MEXICAN KIDNAPPING SPEAK OUT ABOUT SHOOTOUT KIDNAPPING TWO FRIENDS MURDERED,TWO AMERICANS WHO SURVIVED MEXICAN KIDNAPPING SPEAK OUT ABOUT SHOOTOUT KIDNAPPING TWO FRIENDS MURDERED
3588,2023-04-12 00:32:59,CNNW,3,CNNW_20230412_000000_Anderson_Cooper_360/start/1920,AMERICANS RECOUNT HARROWING KIDNAPPING BY MEXICAN CARTEL,AMERICANS RECOUNT HARROWING KIDNAPPING BY MEXICAN CARTEL,AMERICANS RECOUNT HARROWING KIDNAPPING BY MEXICAN CARTEL
3595,2023-04-12 04:13:20,FOXNEWSW,2,FOXNEWSW_20230412_040000_Fox_News_at_Night/start/780,"vl =. Â» BRANDON TATUM | FORMER POLICE OFFICER. . GOLDEN GATE ""ASYLUM""",vl BRANDON TATUM FORMER POLICE OFFICER GOLDEN GATE ASYLUM,BRANDON TATUM FORMER POLICE OFFICER GOLDEN GATE ASYLUM
3596,2023-04-12 04:13:42,FOXNEWSW,20,FOXNEWSW_20230412_040000_Fox_News_at_Night/start/780,"GOLDEN GATE ""ASYLUM""",GOLDEN GATE ASYLUM,GOLDEN GATE ASYLUM
3598,2023-04-12 04:49:25,BBCNEWS,20,BBCNEWS_20230412_043000_World_Business_Report/start/1140,"US, Panama & Colombia joint migrant operation",US Panama Colombia joint migrant operation,US Panama Colombia joint migrant operation
3602,2023-04-12 07:53:17,CNNW,45,CNNW_20230412_070000_CNN_Newsroom_Live/start/3180,"ITALY DECLARES STATE OF EMERGENCY, 31,200+ ARRIVALS IN 2023",ITALY DECLARES STATE OF EMERGENCY 31200 ARRIVALS IN 2023,ITALY DECLARES STATE OF EMERGENCY 31200 ARRIVALS IN 2023
3603,2023-04-12 07:55:50,CNNW,12,CNNW_20230412_070000_CNN_Newsroom_Live/start/3300,"ITALY DECLARES STATE OF EMERGENCY, 31,200+ ARRIVALS IN 2023. . Tens of thousands risk their lives to escape war, poverty & other conditions",ITALY DECLARES STATE OF EMERGENCY 31200 ARRIVALS IN 2023 Tens of thousands risk their lives to escape war poverty other conditions,ITALY DECLARES STATE OF EMERGENCY 31200 ARRIVALS IN 2023 Tens of thousands risk their lives to escape war poverty other conditions
3604,2023-04-12 08:49:23,CNNW,11,CNNW_20230412_080000_CNN_Newsroom_Live/start/2940,"ITALY DECLARES STATE OF EMERGENCY, 31,200+ ARRIVALS IN 2023. . Will allow emergency services to help with arrivals & help process asylum requests",ITALY DECLARES STATE OF EMERGENCY 31200 ARRIVALS IN 2023 Will allow emergency services to help with arrivals help process asylum requests,ITALY DECLARES STATE OF EMERGENCY 31200 ARRIVALS IN 2023 Will allow emergency services to help with arrivals help process asylum requests
3605,2023-04-12 08:49:34,CNNW,27,CNNW_20230412_080000_CNN_Newsroom_Live/start/2940,"ITALY DECLARES STATE OF EMERGENCY, 31,200+ ARRIVALS IN 2023. . UNHCR: This is the highest number of migrants in Italy since 2017",ITALY DECLARES STATE OF EMERGENCY 31200 ARRIVALS IN 2023 UNHCR This is the highest number of migrants in Italy since 2017,ITALY DECLARES STATE OF EMERGENCY 31200 ARRIVALS IN 2023 UNHCR This is the highest number of migrants in Italy since 2017
3611,2023-04-12 15:41:00,MSNBCW,4,MSNBCW_20230412_150000_Jose_Diaz-Balart_Reports/start/2460,", FL GOV. DESANTIS BACKS SWEEPING IMMIGRATION BILL",FL GOV DESANTIS BACKS SWEEPING IMMIGRATION BILL,FL GOV DESANTIS BACKS SWEEPING IMMIGRATION BILL
3612,2023-04-12 16:00:04,MSNBCW,15,MSNBCW_20230412_150000_Jose_Diaz-Balart_Reports/start/3600,DHS TESTING FASTER MIGRANT ASYLUM SCREENING PROCESS,DHS TESTING FASTER MIGRANT ASYLUM SCREENING PROCESS,DHS TESTING FASTER MIGRANT ASYLUM SCREENING PROCESS
3621,2023-04-12 18:26:21,FOXNEWSW,2,FOXNEWSW_20230412_180000_America_Reports/start/1560,' I e. CBP BRACES FOR MIGRANT SURGE AS TITLE 42 NEARS END,I e CBP BRACES FOR MIGRANT SURGE AS TITLE 42 NEARS END,MIGRANTS DESPERATE EFFORTS TO CROSS BORDER
3622,2023-04-12 18:28:24,FOXNEWSW,2,FOXNEWSW_20230412_180000_America_Reports/start/1680,. - MEXICAN CHIEF TO BE CHARGED IN DEADLY MIGRANT FIRE,MEXICAN CHIEF TO BE CHARGED IN DEADLY MIGRANT FIRE,CBP BRACES FOR MIGRANT SURGE AS TITLE 42 NEARS END
3637,2023-04-13 10:41:00,MSNBCW,3,MSNBCW_20230413_100000_Morning_Joe/start/2460,' MIGRANT TEEN CLEANING DANGEROUS. . SLAUGHTERHOUSE SPEAKS OUT,MIGRANT TEEN CLEANING DANGEROUS SLAUGHTERHOUSE SPEAKS OUT,Migrant teen cleaning dangerous slaughterhouse speaks out
3644,2023-04-13 13:40:05,FOXNEWSW,4,FOXNEWSW_20230413_130000_Americas_Newsroom/start/2400,CARTELS URGING MIGRANTS TO CROSS IN EL PASO,CARTELS URGING MIGRANTS TO CROSS IN EL PASO,CARTELS URGING MIGRANTS TO CROSS IN EL PASO
3649,2023-04-13 15:34:43,MSNBCW,4,MSNBCW_20230413_150000_Jose_Diaz-Balart_Reports/start/2040,BIDEN ADMIN. ANNOUNCES PLAN TO EXPAND. ' ~ HEALTH CARE ACCESS FOR DACA RECIPIENTS,BIDEN ADMIN ANNOUNCES PLAN TO EXPAND HEALTH CARE ACCESS FOR DACA RECIPIENTS,BIDEN ADMIN ANNOUNCES PLAN TO EXPAND HEALTH CARE ACCESS FOR DACA RECIPIENTS
3658,2023-04-13 20:30:29,FOXNEWSW,2,FOXNEWSW_20230413_200000_Your_World_With_Neil_Cavuto/start/1800,700+ MIGRANTS CROSS BORDER INTO EL PASO WEDNESDAY,700 MIGRANTS CROSS BORDER INTO EL PASO WEDNESDAY,700 MIGRANTS CROSS BORDER INTO EL PASO WEDNESDAY
3660,2023-04-13 20:35:00,FOXNEWSW,2,FOXNEWSW_20230413_200000_Your_World_With_Neil_Cavuto/start/2100,"FLOW OF MIGRANTS, DRUGS CONTINUES ACROSS BORDER. [EVIDY N. . | - 383,19 1.14%",FLOW OF MIGRANTS DRUGS CONTINUES ACROSS BORDER EVIDY N 38319 114,FLOW OF MIGRANTS DRUGS CONTINUES ACROSS BORDER
3667,2023-04-14 01:39:52,MSNBCW,3,MSNBCW_20230414_010000_Alex_Wagner_Tonight/start/2340,) TRUMP ADMIN. POLICY AIMED TO DETER. MIGRANTS FROM CROSSING SOUTHERN BORDER,TRUMP ADMIN POLICY AIMED TO DETER MIGRANTS FROM CROSSING SOUTHERN BORDER,TRUMP ADMIN POLICY AIMED TO DETER MIGRANTS FROM CROSSING SOUTHERN BORDER
3669,2023-04-14 02:51:18,FOXNEWSW,2,FOXNEWSW_20230414_020000_The_Ingraham_Angle/start/3060,"AMERICANS DIE WHILE BIDEN CATERS TO ""DREAMERS""",AMERICANS DIE WHILE BIDEN CATERS TO DREAMERS,AMERICANS DIE WHILE BIDEN CATERS TO DREAMERS
3670,2023-04-14 02:53:00,FOXNEWSW,2,FOXNEWSW_20230414_020000_The_Ingraham_Angle/start/3180,""". BIDEN INVITES MORE ILLEGALS WITH I",BIDEN INVITES MORE ILLEGALS WITH I,BIDEN INVITES MORE ILLEGALS
3671,2023-04-14 03:53:07,MSNBCW,2,MSNBCW_20230414_030000_The_11th_Hour_With_Stephanie_Ruhle/start/3180,. DHS CONTINUES INVESTIGATION INTO MIGRANT CHILD LABOR,DHS CONTINUES INVESTIGATION INTO MIGRANT CHILD LABOR,DHS CONTINUES INVESTIGATION INTO MIGRANT CHILD LABOR
3675,2023-04-14 08:20:42,FOXNEWSW,2,FOXNEWSW_20230414_080000_FOX__Friends_First/start/1200,BIDEN LOOKS TO EXPAND OBAMACARE TO DACA RECIPIENTS,BIDEN LOOKS TO EXPAND OBAMACARE TO DACA RECIPIENTS,BIDEN LOOKS TO EXPAND OBAMACARE TO DACA RECIPIENTS
3683,2023-04-14 12:41:40,CNNW,2,CNNW_20230414_120000_CNN_This_Morning/start/2460,"""THE WHOLE STORY W/ ANDERSON COOPER"" THE TREK. A MIGRANT TRAIL TO AMERICA",THE WHOLE STORY W ANDERSON COOPER THE TREK A MIGRANT TRAIL TO AMERICA,THE WHOLE STORY WITH ANDERSON COOPER: THE TREK A MIGRANT TRAIL TO AMERICA
